序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,支出用途,金錢類,地址,聯絡電話,資料更正日期
1,廖郁賢,107年縣(市)議員選舉,首次申報,1070611,雜支支出,中華郵政股份有限公司,03741302,0.00,20.00,郵政劃撥手續費,金錢,臺北市大安區****,02-2*****,
2,廖郁賢,107年縣(市)議員選舉,首次申報,1070619,雜支支出,中華郵政股份有限公司,03741302,0.00,20.00,郵政劃撥手續費,金錢,臺北市大安區****,02-2*****,
3,廖郁賢,107年縣(市)議員選舉,首次申報,1070815,雜支支出,智通數位科技股份有限公司,42646755,0.00,83.00,線上捐款手續費,金錢,臺北市南港區****,02-2*****,
4,廖郁賢,107年縣(市)議員選舉,首次申報,1070815,雜支支出,智通數位科技股份有限公司,42646755,0.00,127.00,線上捐款手續費,金錢,臺北市南港區****,02-2*****,
5,廖郁賢,107年縣(市)議員選舉,首次申報,1070817,雜支支出,中華郵政股份有限公司,03741302,0.00,20.00,郵政劃撥手續費,金錢,臺北市大安區****,02-2*****,
6,廖郁賢,107年縣(市)議員選舉,首次申報,1070820,雜支支出,中華郵政股份有限公司,03741302,0.00,20.00,郵政劃撥手續費,金錢,臺北市大安區****,02-2*****,
7,廖郁賢,107年縣(市)議員選舉,首次申報,1070921,雜支支出,中華郵政股份有限公司,03741302,0.00,20.00,郵政劃撥手續費,金錢,臺北市大安區****,02-2*****,
8,廖郁賢,107年縣(市)議員選舉,首次申報,1071001,雜支支出,智通數位科技股份有限公司,42646755,0.00,56.00,線上捐款手續費,金錢,臺北市南港區****,02-2*****,
9,廖郁賢,107年縣(市)議員選舉,首次申報,1071023,宣傳支出,虎大企業社,10900938,0.00,3000.00,製作競選物品支出（DM）,金錢,雲林縣虎尾鎮****,05-5*****,
10,廖郁賢,107年縣(市)議員選舉,首次申報,1071101,雜支支出,中華郵政股份有限公司,03741302,0.00,20.00,郵政劃撥手續費,金錢,臺北市大安區****,02-2*****,
11,廖郁賢,107年縣(市)議員選舉,首次申報,1071101,雜支支出,智通數位科技股份有限公司,42646755,0.00,35.00,線上捐款手續費,金錢,臺北市南港區****,02-2*****,
12,廖郁賢,107年縣(市)議員選舉,首次申報,1071106,宣傳支出,虎大企業社,100900938,0.00,3000.00,製作競選物品支出（DM）,金錢,雲林縣虎尾鎮****,,
13,廖郁賢,107年縣(市)議員選舉,首次申報,1071115,雜支支出,中華郵政股份有限公司,03741302,0.00,20.00,郵政劃撥手續費,金錢,臺北市大安區****,02-2*****,
14,廖郁賢,107年縣(市)議員選舉,首次申報,1071129,雜支支出,智通數位科技股份有限公司,42646755,0.00,280.00,線上捐款手續費,金錢,臺北市南港區****,02-2*****,
15,廖郁賢,107年縣(市)議員選舉,首次申報,1071219,返還支出,時代力量,政黨證字第267號,0.00,120000.00,返還,金錢,臺北市中正區****,(02)*****,
