序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,資料更正日期
1,郭清華,107年直轄市議員選舉,第二次賸餘,1090102,當選後與其公務有關之費用支出,淳鎂實業社,06521787,0.00,400.00,,,,名片,金錢,,,,,,,,,
2,郭清華,107年直轄市議員選舉,第二次賸餘,1090103,當選後與其公務有關之費用支出,自來水公司,06388346,0.00,299.00,,,,水費,金錢,,,,,,,,,
3,郭清華,107年直轄市議員選舉,第二次賸餘,1090103,當選後與其公務有關之費用支出,中華電信,69109906,0.00,6290.00,,,,電信費,金錢,,,,,,,,,
4,郭清華,107年直轄市議員選舉,第二次賸餘,1090103,當選後與其公務有關之費用支出,中華電信,69109906,0.00,902.00,,,,電信費,金錢,,,,,,,,,
5,郭清華,107年直轄市議員選舉,第二次賸餘,1090103,當選後與其公務有關之費用支出,中華電信,69109906,0.00,114.00,,,,電信費,金錢,,,,,,,,,
6,郭清華,107年直轄市議員選舉,第二次賸餘,1090106,捐贈教育、文化、公益、慈善機構或團體支出,身心障礙者自力更生創業協會,62987267,0.00,12000.00,,,,捐贈,金錢,,,,,,,,,
7,郭清華,107年直轄市議員選舉,第二次賸餘,1090109,當選後與其公務有關之費用支出,淳鎂實業社,06521787,0.00,3000.00,,,,紅布條,金錢,,,,,,,,,
8,郭清華,107年直轄市議員選舉,第二次賸餘,1090110,當選後與其公務有關之費用支出,台灣電力公司,68887960,0.00,3052.00,,,,電費,金錢,,,,,,,,,
9,郭清華,107年直轄市議員選舉,第二次賸餘,1090112,當選後與其公務有關之費用支出,竇爸雞腿王中式速食,13585195,0.00,3205.00,,,,便當,金錢,,,,,,,,,
10,郭清華,107年直轄市議員選舉,第二次賸餘,1090117,當選後與其公務有關之費用支出,中華電信,69109906,0.00,1799.00,,,,電信費,金錢,,,,,,,,,
11,郭清華,107年直轄市議員選舉,第二次賸餘,1090121,當選後與其公務有關之費用支出,三竹資訊股份有限公司,86136982,0.00,10000.00,,,,簡訊費,金錢,,,,,,,,,
12,郭清華,107年直轄市議員選舉,第二次賸餘,1090128,當選後與其公務有關之費用支出,台南市鞋業祖師管理委員會,,0.00,3000.00,,,,禮金,金錢,台南市文賢路****,,,,,,,,
13,郭清華,107年直轄市議員選舉,第二次賸餘,1090130,當選後與其公務有關之費用支出,台灣中油,94974342,0.00,6745.00,,,,油資,金錢,,,,,,,,,
14,郭清華,107年直轄市議員選舉,第二次賸餘,1090131,當選後與其公務有關之費用支出,中華日報,03710808,0.00,540.00,,,,報費,金錢,,,,,,,,,
15,郭清華,107年直轄市議員選舉,第二次賸餘,1090204,當選後與其公務有關之費用支出,台灣連線股份有限公司,24556886,0.00,798.00,,,,官方帳號,金錢,,,,,,,,,
16,郭清華,107年直轄市議員選舉,第二次賸餘,1090210,當選後與其公務有關之費用支出,台灣電力公司,68887960,0.00,3052.00,,,,電費,金錢,,,,,,,,,
17,郭清華,107年直轄市議員選舉,第二次賸餘,1090211,當選後與其公務有關之費用支出,慶展車業股份有限公司,27509325,0.00,450.00,,,,驗車費,金錢,,,,,,,,,
18,郭清華,107年直轄市議員選舉,第二次賸餘,1090212,當選後與其公務有關之費用支出,南區外燴餐具聯誼會,,0.00,5000.00,,,,禮金,金錢,台南市安南區****,,,,,,,,
19,郭清華,107年直轄市議員選舉,第二次賸餘,1090212,當選後與其公務有關之費用支出,樂活城市社,37584907,0.00,6000.00,,,,賀歲影片,金錢,,,,,,,,,
20,郭清華,107年直轄市議員選舉,第二次賸餘,1090213,當選後與其公務有關之費用支出,中華電信,69109906,0.00,1802.00,,,,電信費,金錢,,,,,,,,,
21,郭清華,107年直轄市議員選舉,第二次賸餘,1090215,捐贈教育、文化、公益、慈善機構或團體支出,普光慈善會,,0.00,2000.00,,,,捐贈,金錢,台南市歸仁區****,,,,,,,,
22,郭清華,107年直轄市議員選舉,第二次賸餘,1090225,當選後與其公務有關之費用支出,四草鐵府壇建壇基金會,,0.00,2000.00,,,,禮金,金錢,台南市安南區****,,,,,,,,
23,郭清華,107年直轄市議員選舉,第二次賸餘,1090225,當選後與其公務有關之費用支出,台灣中油,09134000,0.00,9514.00,,,,油資,金錢,,,,,,,,,
24,郭清華,107年直轄市議員選舉,第二次賸餘,1090229,當選後與其公務有關之費用支出,中華日報,03710808,0.00,540.00,,,,報費,金錢,,,,,,,,,
25,郭清華,107年直轄市議員選舉,第二次賸餘,1090301,當選後與其公務有關之費用支出,台灣連線股份有限公司,24556886,0.00,840.00,,,,官方帳號,金錢,,,,,,,,,
26,郭清華,107年直轄市議員選舉,第二次賸餘,1090304,當選後與其公務有關之費用支出,金玉堂,28772196,0.00,566.00,,,,文具,金錢,,,,,,,,,
27,郭清華,107年直轄市議員選舉,第二次賸餘,1090305,當選後與其公務有關之費用支出,青草崙北汕尾城隍廟管理委員會,,0.00,3000.00,,,,禮金,金錢,台南市安南區****,,,,,,,,
28,郭清華,107年直轄市議員選舉,第二次賸餘,1090305,當選後與其公務有關之費用支出,中華電信,69109906,0.00,393.00,,,,電信費,金錢,,,,,,,,,
29,郭清華,107年直轄市議員選舉,第二次賸餘,1090306,當選後與其公務有關之費用支出,海佃郵局,,0.00,500.00,,,,郵資,金錢,台南市安南區****,,,,,,,,
30,郭清華,107年直轄市議員選舉,第二次賸餘,1090316,當選後與其公務有關之費用支出,自來水公司,06388346,0.00,381.00,,,,水費,金錢,,,,,,,,,
31,郭清華,107年直轄市議員選舉,第二次賸餘,1090316,當選後與其公務有關之費用支出,台灣電力公司,68887960,0.00,3150.00,,,,電費,金錢,,,,,,,,,
32,郭清華,107年直轄市議員選舉,第二次賸餘,1090323,當選後與其公務有關之費用支出,中華電信,69109906,0.00,1804.00,,,,電信費,金錢,,,,,,,,,
33,郭清華,107年直轄市議員選舉,第二次賸餘,1090326,當選後與其公務有關之費用支出,富陽廣告工程行,26446581,0.00,4200.00,,,,招牌,金錢,,,,,,,,,
34,郭清華,107年直轄市議員選舉,第二次賸餘,1090327,當選後與其公務有關之費用支出,台灣中油,09134000,0.00,4857.00,,,,油資,金錢,,,,,,,,,
35,郭清華,107年直轄市議員選舉,第二次賸餘,1090331,當選後與其公務有關之費用支出,中華日報,03710808,0.00,540.00,,,,報費,金錢,,,,,,,,,
36,郭清華,107年直轄市議員選舉,第二次賸餘,1090331,當選後與其公務有關之費用支出,大誠國際,54565659,0.00,1155.00,,,,衛生紙 垃圾袋,金錢,,,,,,,,,
37,郭清華,107年直轄市議員選舉,第二次賸餘,1090401,當選後與其公務有關之費用支出,台灣連線股份有限公司,24556886,0.00,840.00,,,,官方帳號,金錢,,,,,,,,,
38,郭清華,107年直轄市議員選舉,第二次賸餘,1090401,當選後與其公務有關之費用支出,中華電信,69109906,0.00,618.00,,,,電信費,金錢,,,,,,,,,
39,郭清華,107年直轄市議員選舉,第二次賸餘,1090413,當選後與其公務有關之費用支出,海佃郵局,,0.00,1000.00,,,,郵資,金錢,台南市安南區****,,,,,,,,
40,郭清華,107年直轄市議員選舉,第二次賸餘,1090413,當選後與其公務有關之費用支出,台灣電力公司,68887960,0.00,3052.00,,,,電費,金錢,,,,,,,,,
41,郭清華,107年直轄市議員選舉,第二次賸餘,1090414,當選後與其公務有關之費用支出,源谷茶行,21655721,0.00,4500.00,,,,茶葉,金錢,,,,,,,,,
42,郭清華,107年直轄市議員選舉,第二次賸餘,1090415,當選後與其公務有關之費用支出,文曲星資訊有限公司,25003314,0.00,3600.00,,,,軟體維護費,金錢,,,,,,,,,
43,郭清華,107年直轄市議員選舉,第二次賸餘,1090420,當選後與其公務有關之費用支出,淳鎂實業社,06521787,0.00,500.00,,,,紅布條,金錢,,,,,,,,,
44,郭清華,107年直轄市議員選舉,第二次賸餘,1090427,當選後與其公務有關之費用支出,中華電信,69109906,0.00,1815.00,,,,電信費,金錢,,,,,,,,,
45,郭清華,107年直轄市議員選舉,第二次賸餘,1090428,當選後與其公務有關之費用支出,源谷茶行,21655721,0.00,4500.00,,,,茶葉,金錢,,,,,,,,,
46,郭清華,107年直轄市議員選舉,第二次賸餘,1090428,當選後與其公務有關之費用支出,榮華製帽行,68934008,0.00,980.00,,,,背心,金錢,,,,,,,,,
47,郭清華,107年直轄市議員選舉,第二次賸餘,1090430,當選後與其公務有關之費用支出,台灣中油,09134000,0.00,4490.00,,,,油資,金錢,,,,,,,,,
48,郭清華,107年直轄市議員選舉,第二次賸餘,1090430,當選後與其公務有關之費用支出,金玉堂,28772196,0.00,210.00,,,,文具,金錢,,,,,,,,,
49,郭清華,107年直轄市議員選舉,第二次賸餘,1090430,當選後與其公務有關之費用支出,中華電信,69109906,0.00,1532.00,,,,電信費,金錢,,,,,,,,,
50,郭清華,107年直轄市議員選舉,第二次賸餘,1090501,當選後與其公務有關之費用支出,崴隆科技股份有限公司,22244352,0.00,12500.00,,,,辦公椅,金錢,,,,,,,,,
51,郭清華,107年直轄市議員選舉,第二次賸餘,1090501,當選後與其公務有關之費用支出,台灣連線股份有限公司,24556886,0.00,840.00,,,,官方帳號,金錢,,,,,,,,,
52,郭清華,107年直轄市議員選舉,第二次賸餘,1090505,當選後與其公務有關之費用支出,淳鎂實業社,06521787,0.00,4650.00,,,,印刷品,金錢,,,,,,,,,
53,郭清華,107年直轄市議員選舉,第二次賸餘,1090508,當選後與其公務有關之費用支出,淳鎂實業社,06521787,0.00,900.00,,,,印刷品,金錢,,,,,,,,,
54,郭清華,107年直轄市議員選舉,第二次賸餘,1090508,當選後與其公務有關之費用支出,金玉堂,28772196,0.00,275.00,,,,文具,金錢,,,,,,,,,
55,郭清華,107年直轄市議員選舉,第二次賸餘,1090511,當選後與其公務有關之費用支出,自來水公司,06388346,0.00,395.00,,,,水費,金錢,,,,,,,,,
56,郭清華,107年直轄市議員選舉,第二次賸餘,1090511,當選後與其公務有關之費用支出,台灣中油,09134000,0.00,5341.00,,,,油資,金錢,,,,,,,,,
57,郭清華,107年直轄市議員選舉,第二次賸餘,1090511,當選後與其公務有關之費用支出,台灣電力公司,68887960,0.00,3248.00,,,,電費,金錢,,,,,,,,,
58,郭清華,107年直轄市議員選舉,第二次賸餘,1090512,當選後與其公務有關之費用支出,金玉堂,28772196,0.00,413.00,,,,文具,金錢,,,,,,,,,
59,郭清華,107年直轄市議員選舉,第二次賸餘,1090520,當選後與其公務有關之費用支出,坤霖盒子輸出中心,21903573,0.00,1800.00,,,,口罩,金錢,,,,,,,,,
60,郭清華,107年直轄市議員選舉,第二次賸餘,1090521,當選後與其公務有關之費用支出,揚名企業社,17197246,0.00,2800.00,,,,手舉牌等,金錢,,,,,,,,,
61,郭清華,107年直轄市議員選舉,第二次賸餘,1090522,當選後與其公務有關之費用支出,中華電信,69109906,0.00,1799.00,,,,電信費,金錢,,,,,,,,,
62,郭清華,107年直轄市議員選舉,第二次賸餘,1090522,當選後與其公務有關之費用支出,南一辦公家具股份有限公司,86547922,0.00,74800.00,,,,辦公室隔間,金錢,台南市安平區****,,,,,,,,
63,郭清華,107年直轄市議員選舉,第二次賸餘,1090524,當選後與其公務有關之費用支出,億和雞腿飯,81559960,0.00,3990.00,,,,便當,金錢,,,,,,,,,
64,郭清華,107年直轄市議員選舉,第二次賸餘,1090526,當選後與其公務有關之費用支出,偉盛工程行,47778142,0.00,8200.00,,,,日光燈維修,金錢,,,,,,,,,
65,郭清華,107年直轄市議員選舉,第二次賸餘,1090601,當選後與其公務有關之費用支出,台灣連線股份有限公司,24556886,0.00,840.00,,,,官方帳號,金錢,,,,,,,,,
66,郭清華,107年直轄市議員選舉,第二次賸餘,1090601,當選後與其公務有關之費用支出,中華電信,69109906,0.00,1058.00,,,,電信費,金錢,,,,,,,,,
67,郭清華,107年直轄市議員選舉,第二次賸餘,1090608,當選後與其公務有關之費用支出,廣訊科技設計有限公司,86430704,0.00,8800.00,,,,墨水夾,金錢,,,,,,,,,
68,郭清華,107年直轄市議員選舉,第二次賸餘,1090609,當選後與其公務有關之費用支出,傳勝行,15718500,0.00,400.00,,,,影印紙,金錢,,,,,,,,,
69,郭清華,107年直轄市議員選舉,第二次賸餘,1090613,當選後與其公務有關之費用支出,溪頂寮保安宮,17956020,0.00,10000.00,,,,禮金,金錢,,,,,,,,,
70,郭清華,107年直轄市議員選舉,第二次賸餘,1090615,當選後與其公務有關之費用支出,台灣中油,09134000,0.00,2800.00,,,,油資,金錢,,,,,,,,,
71,郭清華,107年直轄市議員選舉,第二次賸餘,1090615,當選後與其公務有關之費用支出,台灣電力公司,68887960,0.00,4032.00,,,,電費,金錢,,,,,,,,,
72,郭清華,107年直轄市議員選舉,第二次賸餘,1090617,當選後與其公務有關之費用支出,海佃郵局,,0.00,500.00,,,,郵資,金錢,台南市安南區****,,,,,,,,
73,郭清華,107年直轄市議員選舉,第二次賸餘,1090621,當選後與其公務有關之費用支出,陳金魚,,0.00,3000.00,,,,禮金,金錢,台南市安南區****,0625*****,,,,,,,
74,郭清華,107年直轄市議員選舉,第二次賸餘,1090627,當選後與其公務有關之費用支出,台南市海佃社區發展協會,,0.00,3000.00,,,,禮金,金錢,台南市海佃路****,,,,,,,,
