序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,凌濤,111年桃園市議員選舉,首次申報,1110527,宣傳支出,大器廣告有限公司,53170974,0.00,670000.00,,,,/-/ 含公車、社區、電視牆、看板，廣告製作及刊登,金錢,桃園市桃園區****,,否,,,,,,,
2,凌濤,111年桃園市議員選舉,首次申報,1110609,雜支支出,富邦媒體科技股份有限公司,,0.00,15750.00,,,,雙頻道迷你無限喊話器,金錢,臺北市內湖區****,,否,,,,,,,
3,凌濤,111年桃園市議員選舉,首次申報,1110624,繳庫支出,監察院,03753307,0.00,1000.00,,,,繳庫,金錢,台北市忠孝東****,,否,,,,,,,
4,凌濤,111年桃園市議員選舉,首次申報,1110701,雜支支出,應援科技股份有限公司,,0.00,290.00,,,,金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
5,凌濤,111年桃園市議員選舉,首次申報,1110705,雜支支出,應援科技股份有限公司,,0.00,7875.00,,,,平台開通費、系統月費,金錢,臺北市內湖區****,,否,,,,,,,
6,凌濤,111年桃園市議員選舉,首次申報,1110708,雜支支出,應援科技股份有限公司,,0.00,127.00,,,,金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
7,凌濤,111年桃園市議員選舉,首次申報,1110712,宣傳支出,台北流行廣播,89469581,0.00,34650.00,,,,廣告費,金錢,臺北市中正區****,,否,,,,,,,
8,凌濤,111年桃園市議員選舉,首次申報,1110715,雜支支出,應援科技股份有限公司,,0.00,90.00,,,,金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
9,凌濤,111年桃園市議員選舉,首次申報,1110722,雜支支出,應援科技股份有限公司,,0.00,66.00,,,,金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
10,凌濤,111年桃園市議員選舉,首次申報,1110729,雜支支出,應援科技股份有限公司,,0.00,600.00,,,,金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
11,凌濤,111年桃園市議員選舉,首次申報,1110805,雜支支出,應援科技股份有限公司,,0.00,115.00,,,,金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
12,凌濤,111年桃園市議員選舉,首次申報,1110914,宣傳支出,聯合報,,0.00,3000.00,,,,播放、傳送或刊登宣傳廣告費用,金錢,臺北市忠孝東****,,否,,,,,,,
13,凌濤,111年桃園市議員選舉,首次申報,1110927,宣傳支出,興園股份有限公司,86575784,0.00,384825.00,,,,租用廣告看板或車體廣告費用,金錢,桃園市桃園區****,,否,,,,,,,
14,凌濤,111年桃園市議員選舉,首次申報,1111007,雜支支出,應援科技股份有限公司,,0.00,198.00,,,,金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
15,凌濤,111年桃園市議員選舉,首次申報,1111014,雜支支出,應援科技股份有限公司,,0.00,90.00,,,,金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
16,凌濤,111年桃園市議員選舉,首次申報,1111021,雜支支出,應援科技股份有限公司,,0.00,300.00,,,,金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
17,凌濤,111年桃園市議員選舉,首次申報,1111028,雜支支出,應援科技股份有限公司,,0.00,300.00,,,,金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
18,凌濤,111年桃園市議員選舉,首次申報,1111101,租用競選辦事處支出,捷達地產有限公司,,0.00,20000.00,,,,租用競選辦事處費用,金錢,桃園市桃園區****,,否,,,,,,,
19,凌濤,111年桃園市議員選舉,首次申報,1111101,宣傳支出,八根精品平價咖啡坊,85795352,0.00,30000.00,,,,宣傳小物-濾掛咖啡,金錢,臺東縣臺仁五****,,否,,,,,,,
20,凌濤,111年桃園市議員選舉,首次申報,1111103,宣傳支出,北桃園有線電視股份有限公司,97169897,0.00,120500.00,,,,播放、傳送或刊登宣傳廣告費用,金錢,桃園市桃園區****,,否,,,,,,,
21,凌濤,111年桃園市議員選舉,首次申報,1111108,雜支支出,應援科技股份有限公司,,0.00,1980.00,,,,金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
22,凌濤,111年桃園市議員選舉,首次申報,1111109,雜支支出,宜家家居,,0.00,6697.00,,,,競選辦公室開幕茶會-兒童用具,金錢,桃園市中壢區****,,否,,,,,,,
23,凌濤,111年桃園市議員選舉,首次申報,1111123,宣傳支出,中嘉寬頻,97161945,0.00,63000.00,,,,播放、傳送或刊登宣傳廣告費用,金錢,桃園市桃園區****,,否,,,,,,,
24,凌濤,111年桃園市議員選舉,首次申報,1111125,雜支支出,應援科技股份有限公司,,0.00,409.00,,,,金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
25,凌濤,111年桃園市議員選舉,首次申報,1120217,返還捐贈支出,金興空調,66652755,0.00,6600.00,,,,返還,金錢,新北市三重區****,,否,,,,,,,
