序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,黃瓊慧,111年桃園市議員選舉,首次申報,1110902,雜支支出,LOUISA COFFEE,42721634,0.00,725.00,,,,餐飲費用,金錢,桃園市桃園區****,,否,,,,,,,
2,黃瓊慧,111年桃園市議員選舉,首次申報,1110902,雜支支出,爭鮮餐飲,80263145,0.00,1120.00,,,,餐飲費用,金錢,桃園市桃園區****,,否,,,,,,,
3,黃瓊慧,111年桃園市議員選舉,首次申報,1110910,雜支支出,光南大批發,27466374,0.00,225.00,,,,文具用品費用,金錢,桃園市桃園區****,,否,,,,,,,
4,黃瓊慧,111年桃園市議員選舉,首次申報,1110910,雜支支出,SUKIYA,72853359,0.00,502.00,,,,餐飲費用,金錢,桃園市桃園區****,,否,,,,,,,
5,黃瓊慧,111年桃園市議員選舉,首次申報,1110915,雜支支出,黃悶雞力行店,90560003,0.00,320.00,,,,餐飲費用,金錢,桃園市桃園區****,,否,,,,,,,
6,黃瓊慧,111年桃園市議員選舉,首次申報,1110919,雜支支出,精華印刷品行,43922238,0.00,100.00,,,,文具用品費用,金錢,桃園市桃園區****,0333*****,否,,,,,,,
7,黃瓊慧,111年桃園市議員選舉,首次申報,1110924,雜支支出,正一排骨,36465376,0.00,495.00,,,,餐飲費用,金錢,桃園市桃園區****,0335*****,否,,,,,,,
8,黃瓊慧,111年桃園市議員選舉,首次申報,1110927,雜支支出,光南大批發,83595323,0.00,787.00,,,,文具用品費用,金錢,桃園市桃園區****,,否,,,,,,,
9,黃瓊慧,111年桃園市議員選舉,首次申報,1111001,雜支支出,千懿商行,31554011,0.00,7600.00,,,,雜項購置或修繕費用,金錢,桃園市桃園區****,0968*****,否,,,,,,,
10,黃瓊慧,111年桃園市議員選舉,首次申報,1111001,雜支支出,台灣中油,43032220,0.00,1077.00,,,,汽機車燃料費用,金錢,桃園市桃園區****,,否,,,,,,,
11,黃瓊慧,111年桃園市議員選舉,首次申報,1111002,公共關係費用支出,中崎食品行,14675384,0.00,1250.00,,,,聯誼交際費用,金錢,桃園市桃園區****,0333*****,否,,,,,,,
12,黃瓊慧,111年桃園市議員選舉,首次申報,1111002,雜支支出,SUKIYA,72853359,0.00,368.00,,,,餐飲費用,金錢,桃園市桃園區****,,否,,,,,,,
13,黃瓊慧,111年桃園市議員選舉,首次申報,1111003,交通旅運支出,北基忠義路加油站,30340625,0.00,1534.00,,,,油資,金錢,,,否,,,,,,,
14,黃瓊慧,111年桃園市議員選舉,首次申報,1111003,雜支支出,千懿商行,31554011,0.00,8000.00,,,,雜項購置或修繕費用,金錢,桃園市桃園區****,0968*****,否,,,,,,,
15,黃瓊慧,111年桃園市議員選舉,首次申報,1111003,公共關係費用支出,黑橋食品行,99795760,0.00,1614.00,,,,聯誼交際費用,金錢,桃園市桃園區****,0333*****,否,,,,,,,
16,黃瓊慧,111年桃園市議員選舉,首次申報,1111004,公共關係費用支出,中崎食品行,14675384,0.00,1250.00,,,,聯誼交際費用,金錢,桃園市桃園區****,0333*****,否,,,,,,,
17,黃瓊慧,111年桃園市議員選舉,首次申報,1111004,雜支支出,千懿商行,31554011,0.00,8400.00,,,,雜項購置或修繕費用,金錢,桃園市桃園區****,0968*****,否,,,,,,,
18,黃瓊慧,111年桃園市議員選舉,首次申報,1111004,雜支支出,爭鮮餐飲,80263145,0.00,980.00,,,,餐飲費用,金錢,桃園市桃園區****,,否,,,,,,,
19,黃瓊慧,111年桃園市議員選舉,首次申報,1111005,雜支支出,統一精工,17477268,0.00,670.00,,,,汽機車燃料費用,金錢,桃園市桃園區****,,否,,,,,,,
20,黃瓊慧,111年桃園市議員選舉,首次申報,1111005,雜支支出,佳宥有限公司,24207635,0.00,178.00,,,,文具用品費用,金錢,桃園市桃園區****,0333*****,否,,,,,,,
21,黃瓊慧,111年桃園市議員選舉,首次申報,1111005,雜支支出,光南大批發,27466374,0.00,694.00,,,,文具用品費用,金錢,桃園市桃園區****,,否,,,,,,,
22,黃瓊慧,111年桃園市議員選舉,首次申報,1111005,雜支支出,千懿商行,31554011,0.00,5000.00,,,,雜項購置或修繕費用,金錢,桃園市桃園區****,0968*****,否,,,,,,,
23,黃瓊慧,111年桃園市議員選舉,首次申報,1111005,公共關係費用支出,路易莎,41448335,0.00,285.00,,,,聯誼交際費用,金錢,桃園市桃園區****,,否,,,,,,,
24,黃瓊慧,111年桃園市議員選舉,首次申報,1111006,雜支支出,台灣中油,02488111,0.00,155.00,,,,汽機車燃料費用,金錢,桃園市桃園區****,,否,,,,,,,
