序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,支出用途,金錢類,地址,聯絡電話,資料更正日期
1,李芳儒,107年直轄市議員選舉,首次申報,1070427,雜支支出,大盛配鎖店,,0.00,300.00,印章,金錢,臺北市信義區****,,
2,李芳儒,107年直轄市議員選舉,首次申報,1070608,宣傳支出,三竹資訊股份有限公司,86136982,0.00,10000.00,發送電信簡訊支出,金錢,臺北市中山區****,,
3,李芳儒,107年直轄市議員選舉,首次申報,1070608,宣傳支出,三竹資訊股份有限公司,86136982,0.00,10000.00,發送電信簡訊支出,金錢,臺北市中山區****,,
4,李芳儒,107年直轄市議員選舉,首次申報,1070724,交通旅運支出,台灣中油股份有限公司,01606343,0.00,292.00,油資,金錢,臺北市松山區****,,
5,李芳儒,107年直轄市議員選舉,首次申報,1070829,宣傳支出,良羑有限公司,12946690,0.00,53550.00,製作競選物品支出（環保收納袋）,金錢,新北市深坑區****,,
6,李芳儒,107年直轄市議員選舉,首次申報,1070901,交通旅運支出,台灣中油,02097304,0.00,1000.00,油資,金錢,臺北市信義區****,,
7,李芳儒,107年直轄市議員選舉,首次申報,1070904,宣傳支出,永昕文具印刷有限公司,22745567,0.00,800.00,製作競選物品支出（標籤貼紙）,金錢,臺北市信義區****,,
8,李芳儒,107年直轄市議員選舉,首次申報,1070904,雜支支出,北大荒飲食有限公司,54340097,0.00,565.00,餐飲費用,金錢,臺北市南港區****,,
9,李芳儒,107年直轄市議員選舉,首次申報,1070908,雜支支出,統一超商股份有限公司,16442559,0.00,646.00,餐飲費用 (超商),金錢,臺北市南港區****,,
10,李芳儒,107年直轄市議員選舉,首次申報,1070911,雜支支出,花東商號,18063224,0.00,30000.00,餐飲費用,金錢,花蓮縣玉里鎮****,03-8*****,
11,李芳儒,107年直轄市議員選舉,首次申報,1070913,雜支支出,七三七有限公司,16137283,0.00,336.00,餐飲費用,金錢,臺北市內湖區****,,
12,李芳儒,107年直轄市議員選舉,首次申報,1070915,雜支支出,三商行股份有限公司(拿波里),42310013,0.00,754.00,餐飲費用,金錢,臺北市南港區****,,
13,李芳儒,107年直轄市議員選舉,首次申報,1070916,雜支支出,全家便利商店股份有限公司,70773231,0.00,705.00,餐飲費用,金錢,臺北市南港區****,,
14,李芳儒,107年直轄市議員選舉,首次申報,1070918,雜支支出,統一超商股份有限公司,16442559,0.00,744.00,餐飲費用,金錢,臺北市南港區****,,
15,李芳儒,107年直轄市議員選舉,首次申報,1070919,交通旅運支出,台灣中油,011113283,0.00,1000.00,油資,金錢,臺北市信義區****,,
16,李芳儒,107年直轄市議員選舉,首次申報,1070920,雜支支出,統一超商股份有限公司,16442559,0.00,846.00,餐飲費用,金錢,臺北市南港區****,,
17,李芳儒,107年直轄市議員選舉,首次申報,1070928,交通旅運支出,台灣中油,35051073,0.00,1000.00,油資,金錢,臺北市信義區****,,
18,李芳儒,107年直轄市議員選舉,首次申報,1071001,雜支支出,統一超商股份有限公司,16442559,0.00,931.00,餐飲費用,金錢,臺北市南港區****,,
19,李芳儒,107年直轄市議員選舉,首次申報,1071001,宣傳支出,藍格印刷國際企業有限公司,22076600,0.00,4121.00,政見文宣,金錢,新北市三重區****,,
20,李芳儒,107年直轄市議員選舉,首次申報,1071002,交通旅運支出,台灣中油,01665932,0.00,1000.00,油資,金錢,臺北市信義區****,,
21,李芳儒,107年直轄市議員選舉,首次申報,1071003,宣傳支出,藍格印刷國際企業有限公司,22076600,0.00,6677.00,製作競選物品支出（邀請卡 文宣）,金錢,新北市三重區****,,
22,李芳儒,107年直轄市議員選舉,首次申報,1071003,宣傳支出,永昕文具引刷有限公司,22745567,0.00,500.00,製作競選物品支出（貼紙）,金錢,臺北市信義區****,,
23,李芳儒,107年直轄市議員選舉,首次申報,1071003,雜支支出,莫宰羊企業有限公司,26377233,0.00,1440.00,餐飲費用,金錢,臺北市內湖區****,,
24,李芳儒,107年直轄市議員選舉,首次申報,1071004,宣傳支出,永昕文具印刷有限公司,22745567,0.00,260.00,製作競選物品支出（郵寄貼紙）,金錢,臺北市信義區****,,
25,李芳儒,107年直轄市議員選舉,首次申報,1071004,租用競選辦事處支出,雨林企業社,77849290,0.00,1580.00,裝潢競選辦事處支出,金錢,臺北市信義區****,,
26,李芳儒,107年直轄市議員選舉,首次申報,1071005,宣傳支出,永昕文具印刷有限公司,22745567,0.00,195.00,製作競選物品支出（文具 珍珠板等）,金錢,臺北市信義區****,,
27,李芳儒,107年直轄市議員選舉,首次申報,1071005,雜支支出,家樂福股份有限公司,23928558,0.00,398.00,餐飲費用,金錢,臺北市南港區****,,
28,李芳儒,107年直轄市議員選舉,首次申報,1071005,宣傳支出,特洛伊整合行銷設計有限公司,53915741,0.00,4680.00,製作競選物品支出（志工制服）,金錢,臺北市中正區****,,
29,李芳儒,107年直轄市議員選舉,首次申報,1071005,雜支支出,中華電信股份有限公司,81691784,0.00,1179.00,電信費用,金錢,臺北市南港區****,,
30,李芳儒,107年直轄市議員選舉,首次申報,1071006,雜支支出,東芳三媽小吃部,25690426,0.00,2100.00,餐飲費用,金錢,臺北市信義區****,,
31,李芳儒,107年直轄市議員選舉,首次申報,1071006,雜支支出,台北漁產運銷股份有限公司,42465825,0.00,2067.00,餐飲費用,金錢,臺北市萬華區****,,
32,李芳儒,107年直轄市議員選舉,首次申報,1071007,交通旅運支出,台灣中油,01665932,0.00,1000.00,油資,金錢,臺北市信義區****,,
33,李芳儒,107年直轄市議員選舉,首次申報,1071007,雜支支出,統一超商,16442559,0.00,1348.00,餐飲費用,金錢,臺北市信義區****,,
34,李芳儒,107年直轄市議員選舉,首次申報,1071008,宣傳支出,泰豐禮品旗幟社,05715271,0.00,10500.00,製作競選物品支出（旗幟）,金錢,臺北市萬華區****,,
35,李芳儒,107年直轄市議員選舉,首次申報,1071008,宣傳支出,永昕文具印刷有限公司,22745567,0.00,1120.00,製作競選物品支出（文具用品 珍珠板等）,金錢,臺北市信義區****,,
36,李芳儒,107年直轄市議員選舉,首次申報,1071009,宣傳支出,永昕文具印刷有限公司,22745567,0.00,800.00,製作競選物品支出（文具郵寄貼紙等）,金錢,臺北市信義區****,,
37,李芳儒,107年直轄市議員選舉,首次申報,1071009,宣傳支出,三竹資訊股份有限公司,86136982,0.00,50000.00,發送電信簡訊支出,金錢,臺北市中山區****,,
38,李芳儒,107年直轄市議員選舉,首次申報,1071009,雜支支出,麥當勞股份有限公司,89402344,0.00,909.00,餐飲費用,金錢,臺北市信義區****,,
39,李芳儒,107年直轄市議員選舉,首次申報,1071010,雜支支出,家樂福股份有限公司,23928558,0.00,617.00,餐飲費用,金錢,臺北市南港區****,,
40,李芳儒,107年直轄市議員選舉,首次申報,1071011,交通旅運支出,台灣中油,01665932,0.00,1000.00,油資,金錢,臺北市信義區****,,
41,李芳儒,107年直轄市議員選舉,首次申報,1071011,宣傳支出,中華郵政,04127310,0.00,18885.00,郵寄競選物品或宣傳廣告支出(郵寄費用),金錢,臺北市信義區****,,
42,李芳儒,107年直轄市議員選舉,首次申報,1071012,雜支支出,七三七有限公司,16137283,0.00,405.00,餐飲費用(七三七),金錢,臺北市內湖區****,,
43,李芳儒,107年直轄市議員選舉,首次申報,1071012,雜支支出,七三七有限公司,16137283,0.00,498.00,餐飲費用(七三七),金錢,臺北市內湖區****,,
44,李芳儒,107年直轄市議員選舉,首次申報,1071012,雜支支出,漁貨產銷股份有限公司,42465825,0.00,2544.00,餐飲費用,金錢,臺北市萬華區****,,
45,李芳儒,107年直轄市議員選舉,首次申報,1071012,租用競選辦事處支出,台北市政府環保局,42524612,0.00,7200.00,租用競選辦事處費用 (二手桌椅),金錢,臺北市信義區****,,
46,李芳儒,107年直轄市議員選舉,首次申報,1071013,交通旅運支出,台灣中油,39016607,0.00,1000.00,油資,金錢,臺北市信義區****,,
