序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,資料更正日期
1,馬文君,109年立法委員選舉,第一次賸餘,1090312,當選後與其公務有關之費用支出,草屯鎮農會農特產品直銷中心,87829511,0.00,70000.00,,,,當選後與其公務有關之費用支出,金錢,南投縣草屯鎮****,,,,,,,,
2,馬文君,109年立法委員選舉,第一次賸餘,1090328,當選後與其公務有關之費用支出,聯春碾米工廠,62252201,0.00,66000.00,,,,當選後與其公務有關之費用支出,金錢,南投縣埔里鎮****,,,,,,,,
3,馬文君,109年立法委員選舉,第一次賸餘,1090706,當選後與其公務有關之費用支出,奇詮電腦打字印刷行,78121091,0.00,3017.00,,,,當選後與其公務有關之費用支出,金錢,南投縣埔里鎮****,,,,,,,,
4,馬文君,109年立法委員選舉,第一次賸餘,1090801,當選後與其公務有關之費用支出,全聯實業股份有限公司南投埔里分公司,70757020,0.00,50000.00,,,,當選後與其公務有關之費用支出,金錢,南投縣埔里鎮****,,,,,,,,
5,馬文君,109年立法委員選舉,第一次賸餘,1090906,當選後與其公務有關之費用支出,豐裕五金超級商行,06129849,0.00,20000.00,,,,購置物品費用,金錢,南投縣埔里鎮****,,,,,,,,
6,馬文君,109年立法委員選舉,第一次賸餘,1090917,當選後與其公務有關之費用支出,哲生食品有限公司,62601003,0.00,84000.00,,,,當選後與其公務有關之費用支出,金錢,臺中市西區公****,,,,,,,,
7,馬文君,109年立法委員選舉,第一次賸餘,1090928,當選後與其公務有關之費用支出,聯春碾米工廠,62252201,0.00,39000.00,,,,當選後與其公務有關之費用支出,金錢,南投縣埔里鎮****,,,,,,,,
8,馬文君,109年立法委員選舉,第一次賸餘,1091019,捐贈政治團體或所屬政黨支出,中國國民黨,01032780,0.00,300000.00,,,,捐贈政治團體或所屬政黨支出,金錢,臺北市中山區****,,,,,,,,
9,馬文君,109年立法委員選舉,第一次賸餘,1091031,當選後與其公務有關之費用支出,全明開發股份有限公司平雲山都分公司,28001796,0.00,3960.00,,,,餐飲費用,金錢,南投縣埔里鎮****,,,,,,,,
10,馬文君,109年立法委員選舉,第一次賸餘,1091101,當選後與其公務有關之費用支出,紹興美味小館,48776369,0.00,3320.00,,,,餐飲費用,金錢,臺北市中正區****,,,,,,,,
