序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,郭文居,111年嘉義市議員選舉,首次申報,1110509,宣傳支出,快樂工坊有限公司,54358862,0.00,10605.00,,,,製作背包氣球組（含燈）,金錢,臺北市士林區****,0228*****,否,,,,,,,
2,郭文居,111年嘉義市議員選舉,首次申報,1110521,宣傳支出,豐誠商行,10762294,0.00,2350.00,,,,競選背心,金錢,嘉義縣中埔鄉****,0523*****,否,,,,,,,
3,郭文居,111年嘉義市議員選舉,首次申報,1110605,雜支支出,簡單雞肉飯,78554809,0.00,1800.00,,,,餐飲費用,金錢,嘉義市東區大****,0527*****,否,,,,,,,
4,郭文居,111年嘉義市議員選舉,首次申報,1110605,雜支支出,郭家美食店,98872015,0.00,2400.00,,,,餐飲費用,金錢,嘉義市東區大****,0527*****,否,,,,,,,
5,郭文居,111年嘉義市議員選舉,首次申報,1110615,雜支支出,全國電子股份有限公司-嘉義巿第三分公司,16320107,0.00,790.00,,,,擴音機一台,金錢,嘉義市東區吳****,0522*****,否,,,,,,,
6,郭文居,111年嘉義市議員選舉,首次申報,1110708,雜支支出,新驊電子科技企業社,98067428,0.00,4200.00,,,,米HDMI線條,金錢,,,否,,,,,,,
7,郭文居,111年嘉義市議員選舉,首次申報,1110710,雜支支出,強記燒臘店,36704469,0.00,2560.00,,,,餐飲費用,金錢,嘉義市東區新****,0527*****,否,,,,,,,
8,郭文居,111年嘉義市議員選舉,首次申報,1110710,雜支支出,郭家美食店,98872015,0.00,540.00,,,,餐飲費用,金錢,嘉義市東區大****,0527*****,否,,,,,,,
9,郭文居,111年嘉義市議員選舉,首次申報,1110710,集會支出,興安企業社,98874098,0.00,700.00,,,,租用設備費用,金錢,嘉義市東區興****,0522*****,否,,,,,,,
10,郭文居,111年嘉義市議員選舉,首次申報,1110715,宣傳支出,鳳鳴廣告有限公司,53630246,0.00,125990.00,,,,看板製作、懸掛施工費用,金錢,嘉義市東區小****,0931*****,否,,,,,,,
11,郭文居,111年嘉義市議員選舉,首次申報,1110717,雜支支出,台灣中油股份有限公司油品行銷事業部嘉義營業處文化路加油站,65058073,0.00,85.00,,,,汽機車燃料費用,金錢,,,否,,,,,,,
12,郭文居,111年嘉義市議員選舉,首次申報,1110718,租用宣傳車輛支出,偉詮企業社,36706781,0.00,6600.00,,,,維修宣傳車輛費用,金錢,,0982*****,否,,,,,,,
13,郭文居,111年嘉義市議員選舉,首次申報,1110719,雜支支出,台灣中油股份有限公司油品行銷事業部嘉義營業處中山路加油站,65059221,0.00,850.00,,,,汽機車燃料費用,金錢,,,否,,,,,,,
14,郭文居,111年嘉義市議員選舉,首次申報,1110723,雜支支出,嘉權生活館有限公司,53392384,0.00,279.00,,,,文具用品費用,金錢,,,否,,,,,,,
15,郭文居,111年嘉義市議員選舉,首次申報,1110723,雜支支出,台灣中油股份有限公司油品行銷事業部嘉義營業處文化路加油站,65058073,0.00,85.00,,,,汽機車燃料費用,金錢,,,否,,,,,,,
16,郭文居,111年嘉義市議員選舉,首次申報,1110724,雜支支出,左阜右邑興達餐飲事業有限公司,28089785,0.00,715.00,,,,餐飲費用,金錢,,,否,,,,,,,
17,郭文居,111年嘉義市議員選舉,首次申報,1110728,宣傳支出,桔曜企業有限公司,28756576,0.00,8348.00,,,,廣告輸出製作,金錢,嘉義市西區中****,0523*****,否,,,,,,,
18,郭文居,111年嘉義市議員選舉,首次申報,1110728,雜支支出,嘉峰股份有限公司,84388575,0.00,500.00,,,,汽機車燃料費用,金錢,,,否,,,,,,,
19,郭文居,111年嘉義市議員選舉,首次申報,1110801,交通旅運支出,黃金假期事業股份有限公司,24641928,0.00,20.00,,,,停車費,金錢,,,否,,,,,,,
20,郭文居,111年嘉義市議員選舉,首次申報,1110802,雜支支出,大九九商行,25735704,0.00,90.00,,,,雜項購置,金錢,,,否,,,,,,,
21,郭文居,111年嘉義市議員選舉,首次申報,1110802,雜支支出,台灣中油股份有限公司油品行銷事業部嘉義營業處信義路加油站,65090601,0.00,850.00,,,,汽機車燃料費用,金錢,,,否,,,,,,,
22,郭文居,111年嘉義市議員選舉,首次申報,1110807,雜支支出,貓尾巴西點蛋糕坊,19399535,0.00,550.00,,,,餐飲費用,金錢,,,否,,,,,,,
23,郭文居,111年嘉義市議員選舉,首次申報,1110807,雜支支出,嘉北生活館有限公司,83730123,0.00,51.00,,,,文具用品費用,金錢,,,否,,,,,,,
24,郭文居,111年嘉義市議員選舉,首次申報,1110809,雜支支出,金泰股份有限公司-嘉義中山分公司,50973485,0.00,150.00,,,,餐飲費用,金錢,,,否,,,,,,,
25,郭文居,111年嘉義市議員選舉,首次申報,1110809,雜支支出,金泰股份有限公司-嘉義中山分公司,50973485,0.00,195.00,,,,餐飲費用,金錢,,,否,,,,,,,
26,郭文居,111年嘉義市議員選舉,首次申報,1110809,雜支支出,台灣中油股份有限公司油品行銷事業部嘉義營業處博愛路加油站,65091209,0.00,50.00,,,,汽機車燃料費用,金錢,,,否,,,,,,,
27,郭文居,111年嘉義市議員選舉,首次申報,1110809,雜支支出,九品商行,81307563,0.00,220.00,,,,雜項購置,金錢,,,否,,,,,,,
28,郭文居,111年嘉義市議員選舉,首次申報,1110812,雜支支出,嘉峰股份有限公司,84388575,0.00,85.00,,,,汽機車燃料費用,金錢,,,否,,,,,,,
29,郭文居,111年嘉義市議員選舉,首次申報,1110813,雜支支出,和德昌股份有限公司嘉義吳鳳南分公司,90514249,0.00,593.00,,,,餐飲費用,金錢,,,否,,,,,,,
30,郭文居,111年嘉義市議員選舉,首次申報,1110813,雜支支出,和德昌股份有限公司嘉義吳鳳南分公司,90514249,0.00,222.00,,,,餐飲費用,金錢,,,否,,,,,,,
31,郭文居,111年嘉義市議員選舉,首次申報,1110816,雜支支出,英英餐飲有限公司,57034254,0.00,260.00,,,,餐飲費用,金錢,,,否,,,,,,,
32,郭文居,111年嘉義市議員選舉,首次申報,1110818,雜支支出,貓尾巴西點蛋糕坊,19399535,0.00,75.00,,,,餐飲費用,金錢,,,否,,,,,,,
33,郭文居,111年嘉義市議員選舉,首次申報,1110821,雜支支出,一零一企業股份有限公司嘉義大雅分公司,90610263,0.00,34.00,,,,文具用品費用,金錢,,,否,,,,,,,
34,郭文居,111年嘉義市議員選舉,首次申報,1110825,雜支支出,嘉權生活館有限公司,53392384,0.00,594.00,,,,文具用品費用,金錢,,,否,,,,,,,
35,郭文居,111年嘉義市議員選舉,首次申報,1110825,雜支支出,日本橋資訊股份有限公司-嘉義分公司,85061132,0.00,2059.00,,,,隨身硬碟,金錢,,,否,,,,,,,
36,郭文居,111年嘉義市議員選舉,首次申報,1110828,雜支支出,英英餐飲有限公司,57034254,0.00,635.00,,,,餐飲費用,金錢,,,否,,,,,,,
37,郭文居,111年嘉義市議員選舉,首次申報,1110829,雜支支出,大雅商店,81315445,0.00,120.00,,,,餐飲費用,金錢,,,否,,,,,,,
38,郭文居,111年嘉義市議員選舉,首次申報,1110830,雜支支出,承恩冷飲店,85829846,0.00,105.00,,,,餐飲費用,金錢,,,否,,,,,,,
39,郭文居,111年嘉義市議員選舉,首次申報,1110831,雜支支出,順發電腦股份有限公司-嘉義分公司,28980357,0.00,99.00,,,,文具用品費用,金錢,,,否,,,,,,,
40,郭文居,111年嘉義市議員選舉,首次申報,1110831,雜支支出,豆豆小籠湯包店,37703299,0.00,535.00,,,,餐飲費用,金錢,,,否,,,,,,,
41,郭文居,111年嘉義市議員選舉,首次申報,1110831,雜支支出,嘉峰股份有限公司,84388575,0.00,144.00,,,,汽機車燃料費用,金錢,,,否,,,,,,,
42,郭文居,111年嘉義市議員選舉,首次申報,1110902,宣傳支出,快樂工坊有限公司,54358862,0.00,21210.00,,,,背包氣球組（含燈）,金錢,臺北市士林區****,0228*****,否,,,,,,,
43,郭文居,111年嘉義市議員選舉,首次申報,1110902,交通旅運支出,竑穗興業股份有限公司嘉義中央營業處,85588868,0.00,10.00,,,,停車費,金錢,,,否,,,,,,,
44,郭文居,111年嘉義市議員選舉,首次申報,1110905,雜支支出,全國電子股份有限公司-嘉義巿第三分公司,16320107,0.00,1980.00,,,,擴音機兩台,金錢,嘉義市東區吳****,0522*****,否,,,,,,,
45,郭文居,111年嘉義市議員選舉,首次申報,1110905,雜支支出,一零一企業股份有限公司嘉義大雅分公司,90610263,0.00,177.00,,,,文具用品費用,金錢,,,否,,,,,,,
46,郭文居,111年嘉義市議員選舉,首次申報,1110906,雜支支出,大雅商店,81315445,0.00,95.00,,,,餐飲費用,金錢,,,否,,,,,,,
47,郭文居,111年嘉義市議員選舉,首次申報,1110909,雜支支出,正中原小吃店,14530000,0.00,268.00,,,,餐飲費用,金錢,,,否,,,,,,,
48,郭文居,111年嘉義市議員選舉,首次申報,1110913,宣傳支出,鳳鳴廣告有限公司,53630246,0.00,25316.00,,,,看板製作、懸掛施工費用,金錢,嘉義市東區小****,0931*****,否,,,,,,,
