序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,資料更正日期
1,曾朝榮,107年直轄市議員選舉,第二次賸餘,1090104,當選後與其公務有關之費用支出,正昌人民便當社,45238394,0.00,450.00,,,,餐飲支出,金錢,,,,,,,,,
2,曾朝榮,107年直轄市議員選舉,第二次賸餘,1090107,當選後與其公務有關之費用支出,超岳電腦資訊社,72325978,0.00,2900.00,,,,雜項購置費用,金錢,,,,,,,,,
3,曾朝榮,107年直轄市議員選舉,第二次賸餘,1090108,當選後與其公務有關之費用支出,廣緣健康素食,25306160,0.00,240.00,,,,餐飲支出,金錢,,,,,,,,,
4,曾朝榮,107年直轄市議員選舉,第二次賸餘,1090108,當選後與其公務有關之費用支出,玉品香小吃店,45686701,0.00,210.00,,,,餐飲支出,金錢,,,,,,,,,
5,曾朝榮,107年直轄市議員選舉,第二次賸餘,1090108,當選後與其公務有關之費用支出,榮美小館,52704162,0.00,330.00,,,,餐飲費用,金錢,,,,,,,,,
6,曾朝榮,107年直轄市議員選舉,第二次賸餘,1090108,當選後與其公務有關之費用支出,正忠排骨飯,54105403,0.00,1200.00,,,,餐飲支出,金錢,,,,,,,,,
7,曾朝榮,107年直轄市議員選舉,第二次賸餘,1090109,當選後與其公務有關之費用支出,正忠排骨飯,54105403,0.00,905.00,,,,餐飲支出,金錢,,,,,,,,,
8,曾朝榮,107年直轄市議員選舉,第二次賸餘,1090109,當選後與其公務有關之費用支出,得昌興業股份有限公司,89650300,0.00,1150.00,,,,雜項購置或修繕費用-濾心...,金錢,,,,,,,,,
9,曾朝榮,107年直轄市議員選舉,第二次賸餘,1090110,當選後與其公務有關之費用支出,合棋文化有限公司,24374892,0.00,149.00,,,,文具用品費用,金錢,,,,,,,,,
10,曾朝榮,107年直轄市議員選舉,第二次賸餘,1090110,當選後與其公務有關之費用支出,大麥便當社,45856986,0.00,405.00,,,,雜項購置費用,金錢,,,,,,,,,
11,曾朝榮,107年直轄市議員選舉,第二次賸餘,1090110,當選後與其公務有關之費用支出,冠捷生活館有限公司,64175808,0.00,85.00,,,,雜項購置費用,金錢,,,,,,,,,
12,曾朝榮,107年直轄市議員選舉,第二次賸餘,1090110,當選後與其公務有關之費用支出,冠捷生活館有限公司,64175808,0.00,29.00,,,,雜項購置費用,金錢,,,,,,,,,
13,曾朝榮,107年直轄市議員選舉,第二次賸餘,1090112,當選後與其公務有關之費用支出,強記燒臘快餐店,25311516,0.00,160.00,,,,餐飲支出,金錢,,,,,,,,,
14,曾朝榮,107年直轄市議員選舉,第二次賸餘,1090113,當選後與其公務有關之費用支出,台灣中油東山路加油站,02980769,0.00,1350.00,,,,油資,金錢,,,,,,,,,
15,曾朝榮,107年直轄市議員選舉,第二次賸餘,1090113,當選後與其公務有關之費用支出,台灣中油東山路加油站,02980769,0.00,1220.00,,,,油資,金錢,,,,,,,,,
16,曾朝榮,107年直轄市議員選舉,第二次賸餘,1090113,當選後與其公務有關之費用支出,玉品香小吃店,45686701,0.00,90.00,,,,餐飲支出,金錢,,,,,,,,,
17,曾朝榮,107年直轄市議員選舉,第二次賸餘,1090114,當選後與其公務有關之費用支出,廣緣健康素食,25306160,0.00,80.00,,,,餐飲支出,金錢,,,,,,,,,
18,曾朝榮,107年直轄市議員選舉,第二次賸餘,1090114,當選後與其公務有關之費用支出,中華電信股份有限公司,52003801,0.00,609.00,,,,電信費用,金錢,,,,,,,,,
19,曾朝榮,107年直轄市議員選舉,第二次賸餘,1090116,當選後與其公務有關之費用支出,中華郵政大坑口郵局,,0.00,700.00,,,,郵寄物品費用,金錢,,2231*****,,,,,,,
20,曾朝榮,107年直轄市議員選舉,第二次賸餘,1090117,當選後與其公務有關之費用支出,台灣中油東山路加油站,02980769,0.00,100.00,,,,油資,金錢,,,,,,,,,
21,曾朝榮,107年直轄市議員選舉,第二次賸餘,1090117,當選後與其公務有關之費用支出,廣緣健康素食,25306160,0.00,170.00,,,,餐飲支出,金錢,,,,,,,,,
22,曾朝榮,107年直轄市議員選舉,第二次賸餘,1090117,當選後與其公務有關之費用支出,啟發鎖印店,77601213,0.00,90.00,,,,雜項購置費用,金錢,,,,,,,,,
