序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,謝美英,111年桃園市議員選舉,首次申報,1110520,公共關係費用支出,新玩意有限公司,29065494,0.00,30902.00,,,,文康活動費用,金錢,桃園市桃園區****,,否,,,,,,,
2,謝美英,111年桃園市議員選舉,首次申報,1110521,雜支支出,台灣自來水股份有限公司,02683515,0.00,212.00,,,,水電瓦斯費用,金錢,桃園市平鎮區****,,否,,,,,,,
3,謝美英,111年桃園市議員選舉,首次申報,1110527,雜支支出,中華電信股費有限公司,19683736,0.00,1587.00,,,,電信費用,金錢,桃園市桃園區****,,否,,,,,,,
4,謝美英,111年桃園市議員選舉,首次申報,1110530,雜支支出,中華電信股費有限公司,19683736,0.00,878.00,,,,電信費用,金錢,桃園市桃園區****,,否,,,,,,,
5,謝美英,111年桃園市議員選舉,首次申報,1110531,公共關係費用支出,花季花坊,08406720,0.00,5540.00,,,,聯誼交際費用,金錢,桃園市中壢區****,,否,,,,,,,
6,謝美英,111年桃園市議員選舉,首次申報,1110531,交通旅運支出,環中加油站,70686102,0.00,5000.00,,,,油資,金錢,桃園市中壢區****,,否,,,,,,,
7,謝美英,111年桃園市議員選舉,首次申報,1110602,宣傳支出,來來花苑,45080936,0.00,5000.00,,,,其他與選舉宣傳有關之費用,金錢,桃園市中壢區****,,否,,,,,,,
8,謝美英,111年桃園市議員選舉,首次申報,1110615,宣傳支出,來來花苑,45080936,0.00,2500.00,,,,其他與選舉宣傳有關之費用,金錢,桃園市中壢區****,,否,,,,,,,
9,謝美英,111年桃園市議員選舉,首次申報,1110622,雜支支出,台灣電力公司,02488533,0.00,843.00,,,,水電瓦斯費用,金錢,桃園市平鎮區****,,否,,,,,,,
10,謝美英,111年桃園市議員選舉,首次申報,1110622,宣傳支出,來來花苑,45080936,0.00,2500.00,,,,其他與選舉宣傳有關之費用,金錢,桃園市中壢區****,,否,,,,,,,
11,謝美英,111年桃園市議員選舉,首次申報,1110630,雜支支出,中華電信股費有限公司,19683736,0.00,2143.00,,,,水電瓦斯費用,金錢,桃園市桃園區****,,否,,,,,,,
12,謝美英,111年桃園市議員選舉,首次申報,1110630,雜支支出,合園美食店,20425461,0.00,6413.00,,,,餐飲費用,金錢,桃園市中壢區****,,否,,,,,,,
13,謝美英,111年桃園市議員選舉,首次申報,1110630,宣傳支出,來來花苑,45080936,0.00,2500.00,,,,其他與選舉宣傳有關之費用,金錢,桃園市中壢區****,,否,,,,,,,
14,謝美英,111年桃園市議員選舉,首次申報,1110701,雜支支出,藍新科技股份有限公司,70565326,0.00,337.00,,,,網際網路費用,金錢,臺北市南港區****,,否,,,,,,,
15,謝美英,111年桃園市議員選舉,首次申報,1110705,雜支支出,合園美食店,20425461,0.00,3330.00,,,,餐飲費用,金錢,桃園市中壢區****,,否,,,,,,,
16,謝美英,111年桃園市議員選舉,首次申報,1110717,雜支支出,家樂福,80343730,0.00,3295.00,,,,雜項購置或修繕費用,金錢,桃園市中壢區****,,否,,,,,,,
17,謝美英,111年桃園市議員選舉,首次申報,1110719,宣傳支出,來來花苑,45080936,0.00,2500.00,,,,其他與選舉宣傳有關之費用,金錢,桃園市中壢區****,,否,,,,,,,
18,謝美英,111年桃園市議員選舉,首次申報,1110720,公共關係費用支出,新玩意有限公司,29065494,0.00,14931.00,,,,文康活動費用,金錢,桃園市桃園區****,,否,,,,,,,
19,謝美英,111年桃園市議員選舉,首次申報,1110721,雜支支出,台灣自來水股份有限公司,02683515,0.00,224.00,,,,水電瓦斯費用,金錢,桃園市平鎮區****,,否,,,,,,,
20,謝美英,111年桃園市議員選舉,首次申報,1110723,雜支支出,瘋咖哩南洋小吃店,72718782,0.00,8600.00,,,,餐飲費用,金錢,桃園市中壢區****,,否,,,,,,,
21,謝美英,111年桃園市議員選舉,首次申報,1110729,宣傳支出,來來花苑,45080936,0.00,2500.00,,,,其他與選舉宣傳有關之費用,金錢,桃園市中壢區****,,否,,,,,,,
22,謝美英,111年桃園市議員選舉,首次申報,1110731,交通旅運支出,環中加油站,70686102,0.00,10810.00,,,,油資,金錢,桃園市中壢區****,,否,,,,,,,
