序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,謝志忠,113年立法委員選舉,首次申報,1120725,交通旅運支出,台灣中油,55029579,0.00,800.00,,,,油資,金錢,,,否,,,,,,,
2,謝志忠,113年立法委員選舉,首次申報,1120726,雜支支出,大豐田文具行,17788559,0.00,210.00,,,,購買文具,金錢,,,否,,,,,,,
3,謝志忠,113年立法委員選舉,首次申報,1120727,雜支支出,梁社漢排骨飯,92247753,0.00,125.00,,,,餐飲費用,金錢,,,否,,,,,,,
4,謝志忠,113年立法委員選舉,首次申報,1120727,宣傳支出,鄭昆銘,L12*******,0.00,16000.00,,,,租用廣告看板,金錢,,,否,,,,,,,
5,謝志忠,113年立法委員選舉,首次申報,1120728,雜支支出,淺嚐食堂,13430192,0.00,1345.00,,,,餐飲費用,金錢,,,否,,,,,,,
6,謝志忠,113年立法委員選舉,首次申報,1120728,雜支支出,7-ELEVEN,51628716,0.00,319.00,,,,餐飲費用,金錢,,,否,,,,,,,
7,謝志忠,113年立法委員選舉,首次申報,1120728,雜支支出,COYTEA,87279403,0.00,180.00,,,,餐飲費用,金錢,,,否,,,,,,,
8,謝志忠,113年立法委員選舉,首次申報,1120729,交通旅運支出,西歐加油站,45414954,0.00,1018.00,,,,油資,金錢,,,否,,,,,,,
9,謝志忠,113年立法委員選舉,首次申報,1120730,交通旅運支出,台灣中油,05877802,0.00,1668.00,,,,油資,金錢,,,否,,,,,,,
10,謝志忠,113年立法委員選舉,首次申報,1120731,雜支支出,阿福雞腿雞排,25426398,0.00,785.00,,,,餐飲費用,金錢,,,否,,,,,,,
11,謝志忠,113年立法委員選舉,首次申報,1120731,雜支支出,老二商行,39659039,0.00,3500.00,,,,餐飲費用,金錢,,,否,,,,,,,
12,謝志忠,113年立法委員選舉,首次申報,1120731,租用競選辦事處支出,永倉企業有限公司,89706536,0.00,2159.00,,,,影印機費用,金錢,,,否,,,,,,,
13,謝志忠,113年立法委員選舉,首次申報,1120801,雜支支出,陳家香小吃部,,0.00,235.00,,,,餐飲費用,金錢,,04-2*****,否,,,,,,,
14,謝志忠,113年立法委員選舉,首次申報,1120801,雜支支出,大豐田文具行,17788559,0.00,200.00,,,,文具用品費用,金錢,,,否,,,,,,,
