序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,支出用途,金錢類,地址,聯絡電話,資料更正日期
1,張運炳,107年直轄市議員選舉,首次申報,1070827,宣傳支出,昌岳創意廣告行銷有限公司,69549307,0.00,151200.00,播送、傳送或刊登宣傳廣告支出,金錢,桃園市平鎮區****,,
2,張運炳,107年直轄市議員選舉,首次申報,1070906,宣傳支出,永聖包裝股份有限公司,24377103,0.00,29400.00,製作宣傳廣告支出-版費,金錢,新竹縣竹北市****,0365*****,
3,張運炳,107年直轄市議員選舉,首次申報,1070927,宣傳支出,昌岳創意廣告行銷有限公司,69549307,0.00,151200.00,播送、傳送或刊登宣傳廣告支出,金錢,桃園市平鎮區****,,
4,張運炳,107年直轄市議員選舉,首次申報,1071005,雜支支出,東華圖書文具禮品社,02670933,0.00,1944.00,文具用品費用,金錢,桃園市中壢區****,,
5,張運炳,107年直轄市議員選舉,首次申報,1071005,雜支支出,泰益能源有限公司,24850868,0.00,22680.00,瓦斯費用,金錢,桃園市中壢區****,0345*****,
6,張運炳,107年直轄市議員選舉,首次申報,1071013,雜支支出,香香生活百貨館,34861935,0.00,3118.00,雜項購置或修繕費用,金錢,桃園市中壢區****,,
7,張運炳,107年直轄市議員選舉,首次申報,1071013,雜支支出,三揚免洗餐具行,41420250,0.00,19455.00,雜項購置或修繕費用,金錢,桃園市中壢區****,,
8,張運炳,107年直轄市議員選舉,首次申報,1071026,宣傳支出,昌岳創意廣告行銷有限公司,69549307,0.00,302400.00,播送、傳送或刊登宣傳廣告支出,金錢,桃園市平鎮區****,,
9,張運炳,107年直轄市議員選舉,首次申報,1071107,雜支支出,虹宇電器維修行,10025070,0.00,20000.00,雜項購置或修繕費用,金錢,桃園市中壢區****,,
10,張運炳,107年直轄市議員選舉,首次申報,1071113,雜支支出,登春食品有限公司,27304195,0.00,149760.00,餐飲費用-拉麵,金錢,桃園市中壢區****,(03)*****,
11,張運炳,107年直轄市議員選舉,首次申報,1071123,雜支支出,山之狼餐飲,42761179,0.00,8500.00,餐飲費用,金錢,桃園市中壢區****,,
12,張運炳,107年直轄市議員選舉,首次申報,1071126,雜支支出,台灣中油,08418232,0.00,7210.00,汽機車燃料費用,金錢,桃園市中壢區****,,
13,張運炳,107年直轄市議員選舉,首次申報,1071126,宣傳支出,富士康廣告有限公司,24384651,0.00,126000.00,播送、傳送或刊登宣傳廣告支出-廣告託播,金錢,台中市台中市****,04-2*****,
14,張運炳,107年直轄市議員選舉,首次申報,1071204,宣傳支出,典的廣告有限公司,16374377,0.00,49827.00,製作宣傳廣告支出,金錢,新北市三峽區****,0226*****,
15,張運炳,107年直轄市議員選舉,首次申報,1071206,宣傳支出,樂聲工藝廣告社,50728060,0.00,61077.00,製作宣傳廣告支出-帆布,金錢,桃園市中壢區****,03-4*****,
16,張運炳,107年直轄市議員選舉,首次申報,1071211,雜支支出,正康食品有限公司,22217448,0.00,306700.00,餐飲費用-純豆奶,金錢,桃園市新屋區****,03-4*****,
17,張運炳,107年直轄市議員選舉,首次申報,1080218,返還支出,家豐建設股份有限公司,05142149,0.00,20000.00,返還,金錢,桃園市楊梅區****,,
18,張運炳,107年直轄市議員選舉,首次申報,1080218,返還支出,凱盛開發建設股份有限公司,69703568,0.00,10000.00,返還,金錢,桃園市中壢區****,0346*****,
