序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,支出用途,金錢類,地址,聯絡電話,資料更正日期
1,歐宇帥,107年村(里)長選舉,首次申報,1070827,宣傳支出,色彩創意廣告印刷,24209562,0.00,2835.00,製作競選物品支出（物品名稱-競選背心）,金錢,新北市新店區****,,
2,歐宇帥,107年村(里)長選舉,首次申報,1070905,宣傳支出,色彩創意廣告印刷,24209562,0.00,263.00,製作競選物品支出（物品名稱-競選背帶）,金錢,新北市新店區****,,
3,歐宇帥,107年村(里)長選舉,首次申報,1070915,宣傳支出,晨欣創意整合有限公司,66652684,0.00,34650.00,製作競選物品支出（物品名稱-扇子）,金錢,新北市新店區****,,
4,歐宇帥,107年村(里)長選舉,首次申報,1070919,宣傳支出,右腳設計企業社,15765931,0.00,819.00,製作競選物品支出（物品名稱-名片）,金錢,新北市三重區****,,
5,歐宇帥,107年村(里)長選舉,首次申報,1070920,宣傳支出,台灣優紙企業有限公司,80077677,0.00,6300.00,製作競選物品支出（物品名稱-面紙）,金錢,彰化縣鹿港鎮****,,
6,歐宇帥,107年村(里)長選舉,首次申報,1071015,宣傳支出,藍格印刷,22076600,0.00,1134.00,製作競選物品支出（物品名稱-傳單）,金錢,新北市三重區****,,
7,歐宇帥,107年村(里)長選舉,首次申報,1071108,宣傳支出,色彩創意廣告印刷,24209562,0.00,473.00,製作競選物品支出（物品名稱-布旗大）,金錢,新北市新店區****,,
8,歐宇帥,107年村(里)長選舉,首次申報,1071109,宣傳支出,色彩創意廣告印刷,24209562,0.00,2363.00,製作競選物品支出（物品名稱-布旗小）,金錢,新北市新店區****,,
9,歐宇帥,107年村(里)長選舉,首次申報,1071113,宣傳支出,藍格印刷,22076600,0.00,1134.00,製作競選物品支出（物品名稱-傳單）,金錢,新北市三重區****,,
10,歐宇帥,107年村(里)長選舉,首次申報,1071119,宣傳支出,藍格印刷,22076600,0.00,1134.00,製作競選物品支出（物品名稱-傳單）,金錢,新北市三重區****,,
