序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,資料更正日期
1,吳思瑤,109年立法委員選舉,首次申報,1080507,雜支支出,多利生活館,38717258,0.00,2240.00,,,,雜項購置或修繕費用,金錢,高雄市鳳山區****,,,,,,,,2022/2/18 下午 03:23:05
2,吳思瑤,109年立法委員選舉,首次申報,1080509,宣傳支出,潤嘉實業有限公司,27807773,0.00,96600.00,,,,製作競選物品支出（物品名稱-彩色L型文件夾）,金錢,新北市中和區****,,,,,,,,2022/2/18 下午 03:23:05
3,吳思瑤,109年立法委員選舉,首次申報,1080509,宣傳支出,潤嘉實業有限公司,27807773,0.00,5355.00,,,,製作競選物品支出（物品名稱-空白紙杯）,金錢,新北市中和區****,,,,,,,,2022/2/18 下午 03:23:05
4,吳思瑤,109年立法委員選舉,首次申報,1080511,雜支支出,康是美,42860522,0.00,210.00,,,,雜項購置或修繕費用,金錢,台北市士林區****,,,,,,,,2022/2/18 下午 03:23:05
5,吳思瑤,109年立法委員選舉,首次申報,1080513,雜支支出,蔡元益湯圓紅茶店,14746022,0.00,6400.00,,,,餐飲費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
6,吳思瑤,109年立法委員選舉,首次申報,1080513,雜支支出,奇芸有限公司,50900646,0.00,106048.00,,,,雜項購置或修繕費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
7,吳思瑤,109年立法委員選舉,首次申報,1080514,雜支支出,蔡元益湯圓紅茶店,14746022,0.00,1920.00,,,,餐飲費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
8,吳思瑤,109年立法委員選舉,首次申報,1080515,交通旅運支出,計程車TDG3507,,0.00,315.00,,,,搭乘交通工具支出,金錢,,02-2*****,,,,,,,2022/2/18 下午 03:23:05
9,吳思瑤,109年立法委員選舉,首次申報,1080515,交通旅運支出,計程車TDG1000,,0.00,115.00,,,,搭乘交通工具支出,金錢,,02-2*****,,,,,,,2022/2/18 下午 03:23:05
10,吳思瑤,109年立法委員選舉,首次申報,1080515,交通旅運支出,計程車676-K3,,0.00,300.00,,,,搭乘交通工具支出,金錢,,02-2*****,,,,,,,2022/2/18 下午 03:23:05
11,吳思瑤,109年立法委員選舉,首次申報,1080515,交通旅運支出,計程車TDD8625,,0.00,110.00,,,,搭乘交通工具支出,金錢,,02-2*****,,,,,,,2022/2/18 下午 03:23:05
12,吳思瑤,109年立法委員選舉,首次申報,1080515,雜支支出,蔡元益湯圓紅茶店,14746022,0.00,960.00,,,,餐飲費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
13,吳思瑤,109年立法委員選舉,首次申報,1080517,宣傳支出,郵局,,0.00,36.00,,,,郵寄競選物品或宣傳廣告支出,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
14,吳思瑤,109年立法委員選舉,首次申報,1080517,交通旅運支出,計程車278L2,,0.00,300.00,,,,搭乘交通工具支出,金錢,,02-2*****,,,,,,,2022/2/18 下午 03:23:05
15,吳思瑤,109年立法委員選舉,首次申報,1080517,雜支支出,電瓶王有限公司,29062454,0.00,6600.00,,,,雜項購置或修繕費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
16,吳思瑤,109年立法委員選舉,首次申報,1080519,交通旅運支出,計程車TDF8378,,0.00,525.00,,,,搭乘交通工具支出,金錢,,02-2*****,,,,,,,2022/2/18 下午 03:23:05
17,吳思瑤,109年立法委員選舉,首次申報,1080524,雜支支出,典藏藝術家庭股份有限公司,70555447,0.00,9900.00,,,,書報雜誌費用,金錢,臺北市中山北****,,,,,,,,2022/2/18 下午 03:23:05
18,吳思瑤,109年立法委員選舉,首次申報,1080529,雜支支出,湘野小吃店,31948260,0.00,164.00,,,,餐飲費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
19,吳思瑤,109年立法委員選舉,首次申報,1080530,雜支支出,香港隆華燒臘店,10340345,0.00,4100.00,,,,餐飲費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
20,吳思瑤,109年立法委員選舉,首次申報,1080601,雜支支出,士林區子社報業服務處,,0.00,1550.00,,,,書報雜誌費用,金錢,,02-2*****,,,,,,,2022/2/18 下午 03:23:05
21,吳思瑤,109年立法委員選舉,首次申報,1080601,雜支支出,得勝刻印鎖行,21739291,0.00,3800.00,,,,雜項購置或修繕費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
22,吳思瑤,109年立法委員選舉,首次申報,1080602,雜支支出,全聚德全自助餐店,14738944,0.00,4200.00,,,,餐飲費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
23,吳思瑤,109年立法委員選舉,首次申報,1080604,宣傳支出,郵局,,0.00,800.00,,,,郵寄競選物品或宣傳廣告支出,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
24,吳思瑤,109年立法委員選舉,首次申報,1080605,雜支支出,世界城鮮菓店,01394811,0.00,950.00,,,,餐飲費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
25,吳思瑤,109年立法委員選舉,首次申報,1080607,雜支支出,世界城鮮菓店,01394811,0.00,6000.00,,,,餐飲費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
26,吳思瑤,109年立法委員選舉,首次申報,1080607,雜支支出,2派克脆皮雞排石牌店,25593368,0.00,6000.00,,,,餐飲費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
27,吳思瑤,109年立法委員選舉,首次申報,1080607,雜支支出,大成冰塊店,26368608,0.00,2320.00,,,,雜項購置或修繕費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
28,吳思瑤,109年立法委員選舉,首次申報,1080607,雜支支出,大成冰塊店,26368608,0.00,4320.00,,,,雜項購置或修繕費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
29,吳思瑤,109年立法委員選舉,首次申報,1080607,雜支支出,懷念ㄟ魯肉飯,48789322,0.00,2000.00,,,,餐飲費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
30,吳思瑤,109年立法委員選舉,首次申報,1080617,雜支支出,蔡元益湯圓紅茶店,14746022,0.00,6400.00,,,,餐飲費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
31,吳思瑤,109年立法委員選舉,首次申報,1080617,宣傳支出,潤嘉實業有限公司,27807773,0.00,22050.00,,,,製作競選物品支出（物品名稱-彩印紙杯）,金錢,新北市中和區****,,,,,,,,2022/2/18 下午 03:23:05
32,吳思瑤,109年立法委員選舉,首次申報,1080617,雜支支出,遠東百貨,53014088,0.00,3510.00,,,,雜項購置或修繕費用(團體服),金錢,新北市板橋區****,,,,,,,,2022/2/18 下午 03:23:05
33,吳思瑤,109年立法委員選舉,首次申報,1080620,雜支支出,耀德文具行,01099043,0.00,8500.00,,,,文具用品費用,金錢,臺北市中正區****,,,,,,,,2022/2/18 下午 03:23:05
34,吳思瑤,109年立法委員選舉,首次申報,1080629,雜支支出,蔡元益湯圓紅茶店,14746022,0.00,6400.00,,,,餐飲費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
35,吳思瑤,109年立法委員選舉,首次申報,1080630,人事費用支出,林博垚,F13*******,0.00,1470.00,,,,工資或薪津,金錢,新北市新莊區****,,,,,,,,2022/2/18 下午 03:23:05
36,吳思瑤,109年立法委員選舉,首次申報,1080630,人事費用支出,陳冠廷,T12*******,0.00,5475.00,,,,工資或薪津,金錢,屏東縣萬丹鄉****,,,,,,,,2022/2/18 下午 03:23:05
37,吳思瑤,109年立法委員選舉,首次申報,1080701,交通旅運支出,石牌愛心加油站,70837220,0.00,1208.00,,,,油資,金錢,台北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
38,吳思瑤,109年立法委員選舉,首次申報,1080701,雜支支出,美好小吃店,81748999,0.00,5000.00,,,,餐飲費用,金錢,臺北市中正區****,,,,,,,,2022/2/18 下午 03:23:05
39,吳思瑤,109年立法委員選舉,首次申報,1080703,雜支支出,羿傑服飾店,26738840,0.00,1390.00,,,,雜項購置或修繕費用,金錢,新北市板橋區****,,,,,,,,2022/2/18 下午 03:23:05
40,吳思瑤,109年立法委員選舉,首次申報,1080706,雜支支出,高記紅茶,01366499,0.00,6000.00,,,,餐飲費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
41,吳思瑤,109年立法委員選舉,首次申報,1080706,雜支支出,千業快速影印社,81658357,0.00,1260.00,,,,雜項購置或修繕費用,金錢,臺北市開封區****,,,,,,,,2022/2/18 下午 03:23:05
42,吳思瑤,109年立法委員選舉,首次申報,1080707,雜支支出,得勝刻印鎖行,21739291,0.00,5420.00,,,,雜項購置或修繕費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
43,吳思瑤,109年立法委員選舉,首次申報,1080710,雜支支出,世界城鮮菓店,01394811,0.00,30000.00,,,,餐飲費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
44,吳思瑤,109年立法委員選舉,首次申報,1080711,雜支支出,中華電信股份有限公司,81691784,0.00,1598.00,,,,電信費用,金錢,臺北市金山南****,,,,,,,,2022/2/18 下午 03:23:05
45,吳思瑤,109年立法委員選舉,首次申報,1080711,雜支支出,中華電信股份有限公司,81691784,0.00,2929.00,,,,電信費用,金錢,臺北市中正區****,,,,,,,,2022/2/18 下午 03:23:05
46,吳思瑤,109年立法委員選舉,首次申報,1080712,雜支支出,耀德文具行,01099043,0.00,4360.00,,,,文具用品費用,金錢,臺北市青島東****,,,,,,,,2022/2/18 下午 03:23:05
47,吳思瑤,109年立法委員選舉,首次申報,1080713,交通旅運支出,計程車998B8,,0.00,275.00,,,,搭乘交通工具支出,金錢,,02-2*****,,,,,,,2022/2/18 下午 03:23:05
48,吳思瑤,109年立法委員選舉,首次申報,1080713,雜支支出,蔡元益湯圓紅茶店,14746022,0.00,640.00,,,,餐飲費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
49,吳思瑤,109年立法委員選舉,首次申報,1080713,雜支支出,懷念ㄟ魯肉飯,48789322,0.00,4200.00,,,,餐飲費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
50,吳思瑤,109年立法委員選舉,首次申報,1080713,雜支支出,懷念ㄟ魯肉飯,48789322,0.00,275.00,,,,餐飲費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
51,吳思瑤,109年立法委員選舉,首次申報,1080714,宣傳支出,統一超商股份有限公司,86376048,0.00,630.00,,,,郵寄競選物品或宣傳廣告支出(宅急便),金錢,台北市北投區****,,,,,,,,2022/2/18 下午 03:23:05
52,吳思瑤,109年立法委員選舉,首次申報,1080715,交通旅運支出,計程車TDD3135,,0.00,255.00,,,,搭乘交通工具支出,金錢,,02-2*****,,,,,,,2022/2/18 下午 03:23:05
