序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,資料更正日期
1,洪健益,107年直轄市議員選舉,第二次賸餘,1090101,當選後與其公務有關之費用支出,許黃麗紅,A21*******,0.00,16000.00,,,,租用辦公處所費用,金錢,,,,,,,,,
2,洪健益,107年直轄市議員選舉,第二次賸餘,1090101,當選後與其公務有關之費用支出,劉文愷,K20*******,0.00,12000.00,,,,租用辦公處所費用,金錢,,,,,,,,,
3,洪健益,107年直轄市議員選舉,第二次賸餘,1090102,當選後與其公務有關之費用支出,台灣中油（股）油品行銷事業部台北營業處松山路加油站,01113299,0.00,900.00,,,,宣傳車司機及油料費用,金錢,臺北市信義區****,02-2*****,,,,,,,
4,洪健益,107年直轄市議員選舉,第二次賸餘,1090102,當選後與其公務有關之費用支出,來福企業社,38582293,0.00,410.00,,,,餐飲費用,金錢,臺北市中山區****,,,,,,,,
5,洪健益,107年直轄市議員選舉,第二次賸餘,1090102,當選後與其公務有關之費用支出,吉元開發有限公司,70664297,0.00,22622.00,,,,製作宣傳廣告費用,金錢,新北市五股區****,02-2*****,,,,,,,
6,洪健益,107年直轄市議員選舉,第二次賸餘,1090102,當選後與其公務有關之費用支出,展翅手研餐坊,75918186,0.00,669.00,,,,餐飲費用,金錢,臺北市信義區****,02-8*****,,,,,,,
7,洪健益,107年直轄市議員選舉,第二次賸餘,1090102,當選後與其公務有關之費用支出,洪略耀,A12*******,0.00,400.00,,,,餐飲費用,金錢,新北市永和區****,,,,,,,,
8,洪健益,107年直轄市議員選舉,第二次賸餘,1090102,當選後與其公務有關之費用支出,倪巧穎,C22*******,0.00,500.00,,,,餐飲費用,金錢,新北市新莊區****,,,,,,,,
9,洪健益,107年直轄市議員選舉,第二次賸餘,1090102,當選後與其公務有關之費用支出,駱振源,G12*******,0.00,2500.00,,,,餐飲費用,金錢,新北市新店區****,,,,,,,,
10,洪健益,107年直轄市議員選舉,第二次賸餘,1090102,當選後與其公務有關之費用支出,林弘智,G12*******,0.00,1300.00,,,,餐飲費用,金錢,臺北市信義區****,,,,,,,,
11,洪健益,107年直轄市議員選舉,第二次賸餘,1090102,當選後與其公務有關之費用支出,邱琪紋,N22*******,0.00,1930.00,,,,餐飲費用,金錢,,,,,,,,,
12,洪健益,107年直轄市議員選舉,第二次賸餘,1090104,當選後與其公務有關之費用支出,億萬里國際股份有限公司,50870220,0.00,207.00,,,,雜項購置費用,金錢,新北市五股區****,02-2*****,,,,,,,
13,洪健益,107年直轄市議員選舉,第二次賸餘,1090106,當選後與其公務有關之費用支出,台灣中油（股）油品行銷事業部台北營業處松山路加油站,01113299,0.00,831.00,,,,宣傳車司機及油料費用,金錢,臺北市信義區****,02-2*****,,,,,,,
14,洪健益,107年直轄市議員選舉,第二次賸餘,1090106,當選後與其公務有關之費用支出,洪新發,N12*******,0.00,14400.00,,,,宣傳車司機及油料費用,金錢,,,,,,,,,
15,洪健益,107年直轄市議員選舉,第二次賸餘,1090107,當選後與其公務有關之費用支出,台灣電力股份有限公司台北市區營業處,03765704,0.00,4666.00,,,,水電瓦斯費用,金錢,臺北市松山區****,02-2*****,,,,,,,
16,洪健益,107年直轄市議員選舉,第二次賸餘,1090107,當選後與其公務有關之費用支出,資傳電訊股份有限公司,28941398,0.00,701.00,,,,電話網路費用,金錢,臺北市信義區****,,,,,,,,
17,洪健益,107年直轄市議員選舉,第二次賸餘,1090107,當選後與其公務有關之費用支出,四兄弟魷魚羹,38502566,0.00,1230.00,,,,餐飲費用,金錢,臺北市信義區****,02-2*****,,,,,,,
18,洪健益,107年直轄市議員選舉,第二次賸餘,1090107,當選後與其公務有關之費用支出,澤承韓式小吃店,42503671,0.00,700.00,,,,餐飲費用,金錢,臺北市信義區****,02-8*****,,,,,,,
19,洪健益,107年直轄市議員選舉,第二次賸餘,1090107,當選後與其公務有關之費用支出,佳利屋烘焙食品有限公司,52338757,0.00,450.00,,,,餐飲費用,金錢,臺北市信義區****,02-2*****,,,,,,,
20,洪健益,107年直轄市議員選舉,第二次賸餘,1090107,當選後與其公務有關之費用支出,駱振源,G12*******,0.00,9000.00,,,,文康活動費用,金錢,新北市新店區****,,,,,,,,
21,洪健益,107年直轄市議員選舉,第二次賸餘,1090108,當選後與其公務有關之費用支出,力霸皇家大廈自救會,,0.00,2300.00,,,,租用辦公處所費用,金錢,臺北市信義區****,,,,,,,,
22,洪健益,107年直轄市議員選舉,第二次賸餘,1090108,當選後與其公務有關之費用支出,統一速達股份有限公司信義營業區,25635753,0.00,290.00,,,,郵寄物品費用,金錢,臺北市信義區****,02-4*****,,,,,,,
23,洪健益,107年直轄市議員選舉,第二次賸餘,1090109,當選後與其公務有關之費用支出,聖堯綜合事業有限公司,16160426,0.00,176.00,,,,文具用品費用,金錢,臺北市信義區****,02-2*****,,,,,,,
24,洪健益,107年直轄市議員選舉,第二次賸餘,1090109,當選後與其公務有關之費用支出,三商家購股份有限公司信義永吉二分公司,24335630,0.00,449.00,,,,雜項購置費用,金錢,臺北市信義區****,02-2*****,,,,,,,
25,洪健益,107年直轄市議員選舉,第二次賸餘,1090109,當選後與其公務有關之費用支出,四兄弟魷魚羹,38502566,0.00,755.00,,,,餐飲費用,金錢,臺北市信義區****,02-2*****,,,,,,,
26,洪健益,107年直轄市議員選舉,第二次賸餘,1090109,當選後與其公務有關之費用支出,永隆農作物栽培,39705673,0.00,590.00,,,,餐飲費用,金錢,雲林縣崙背鄉****,0925*****,,,,,,,
27,洪健益,107年直轄市議員選舉,第二次賸餘,1090109,當選後與其公務有關之費用支出,品鮮食坊,42429032,0.00,920.00,,,,餐飲費用,金錢,臺北市信義區****,02-2*****,,,,,,,
28,洪健益,107年直轄市議員選舉,第二次賸餘,1090109,當選後與其公務有關之費用支出,鴻瑞珍食品有限公司,50870220,0.00,630.00,,,,餐飲費用,金錢,臺北市信義區****,02-8*****,,,,,,,
29,洪健益,107年直轄市議員選舉,第二次賸餘,1090110,當選後與其公務有關之費用支出,花卉營業人,01226168,0.00,2960.00,,,,聯誼交際費用,金錢,臺北市內湖區****,02-2*****,,,,,,,
30,洪健益,107年直轄市議員選舉,第二次賸餘,1090110,當選後與其公務有關之費用支出,聖堯綜合事業有限公司,16160426,0.00,300.00,,,,文具用品費用,金錢,臺北市信義區****,02-2*****,,,,,,,
31,洪健益,107年直轄市議員選舉,第二次賸餘,1090110,當選後與其公務有關之費用支出,我們這一家麵食,31893096,0.00,940.00,,,,活動餐飲費用,金錢,臺北市士林區****,02-2*****,,,,,,,
32,洪健益,107年直轄市議員選舉,第二次賸餘,1090110,當選後與其公務有關之費用支出,興興小吃店,38485497,0.00,630.00,,,,餐飲費用,金錢,臺北市信義區****,02-2*****,,,,,,,
33,洪健益,107年直轄市議員選舉,第二次賸餘,1090110,當選後與其公務有關之費用支出,許雪真,A22*******,0.00,600.00,,,,餐飲費用,金錢,臺北市松山區****,,,,,,,,
34,洪健益,107年直轄市議員選舉,第二次賸餘,1090112,當選後與其公務有關之費用支出,台北市博愛國民小學學生家長會,,0.00,2000.00,,,,聯誼交際費用,金錢,臺北市信義區****,02-2*****,,,,,,,
35,洪健益,107年直轄市議員選舉,第二次賸餘,1090113,當選後與其公務有關之費用支出,一仁鐵窗行,,0.00,2800.00,,,,修繕費用,金錢,臺北市信義區****,02-2*****,,,,,,,
36,洪健益,107年直轄市議員選舉,第二次賸餘,1090113,當選後與其公務有關之費用支出,統一超商股份有限公司台北市第一八九分公司,28433226,0.00,130.00,,,,郵寄物品費用,金錢,臺北市信義區****,02-8*****,,,,,,,
37,洪健益,107年直轄市議員選舉,第二次賸餘,1090113,當選後與其公務有關之費用支出,鴻瑞珍食品有限公司,50870220,0.00,4725.00,,,,餐飲費用,金錢,臺北市信義區****,02-8*****,,,,,,,
38,洪健益,107年直轄市議員選舉,第二次賸餘,1090114,當選後與其公務有關之費用支出,台灣中油（股）油品行銷事業部台北營業處松山路加油站,01113299,0.00,800.00,,,,宣傳車司機及油料費用,金錢,臺北市信義區****,02-2*****,,,,,,,
