序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,支出用途,金錢類,地址,聯絡電話,資料更正日期
1,中國國民黨,,108,1080101,業務費用支出,中興保全股份有限公司,86924447,0.00,3780.00,-行管會-其他與業務推展有關之費用,金錢,,,
2,中國國民黨,,108,1080102,業務費用支出,王家香肉脯店,77240078,0.00,4500.00,-黃復興-與業務推展有關之費用,金錢,,,
3,中國國民黨,,108,1080103,業務費用支出,源興香菇行,25391089,0.00,1500.00,-黃復興-與業務推展有關之費用,金錢,,,
4,中國國民黨,,108,1080103,業務費用支出,震旦行股份有限公司,70753740,0.00,1418.00,-新北市-影印機租金,金錢,,,
5,中國國民黨,,108,1080103,雜支支出,金頻道有線電視股份有限公司,97161298,0.00,47040.00,-行管會-其他為維持日常運作所必要之相關費用,金錢,台北市八德路****,,
6,中國國民黨,,108,1080103,業務費用支出,家樂福股份有限公司大墩分公司,97162233,0.00,2000.00,-台中市-其他與業務推展有關之費用,金錢,,,
7,中國國民黨,,108,1080104,業務費用支出,非常好色電腦美工採印屋,20480724,0.00,243.00,-新北市-印名片,金錢,,,
8,中國國民黨,,108,1080104,業務費用支出,御竹緣實業有限公司,23271969,0.00,6800.00,-台中市-其他與業務推展有關之費用,金錢,,,
9,中國國民黨,,108,1080107,公共關係費用支出,育昕花卉專賣店,25568467,0.00,26500.00,-行管會-聯誼交際費,金錢,,,
10,中國國民黨,,108,1080107,業務費用支出,瑞展紙品社,19718067,0.00,4000.00,-黃復興-與業務推展有關之費用,金錢,,,
11,中國國民黨,,108,1080107,業務費用支出,訊全辦公室用品社,99120436,0.00,3990.00,-台中市-其他與業務推展有關之費用,金錢,,,
12,中國國民黨,,108,1080108,業務費用支出,長拓興業有限公司,28760086,0.00,36000.00,-行管會-租用辦公處所費用,金錢,台北市基隆路****,,
13,中國國民黨,,108,1080108,業務費用支出,豐業生活館有限公司,12838685,0.00,137.00,-新北市-清潔用品,金錢,,,
14,中國國民黨,,108,1080108,業務費用支出,台灣電力公司永和服務所,04860092,0.00,9791.00,-新北市-電費,金錢,,,
15,中國國民黨,,108,1080108,業務費用支出,台灣自來水股份有限公司,52242444,0.00,556.00,-台中市-其他與業務推展有關之費用,金錢,,,
16,中國國民黨,,108,1080110,業務費用支出,兆朋有限公司,89820353,0.00,1260.00,-新北市-影印機租費,金錢,,,
17,中國國民黨,,108,1080111,業務費用支出,臺灣雲林農田水利會,63501707,0.00,32000.00,-行管會-租用辦公處所費用,金錢,雲林縣斗六市****,,
18,中國國民黨,,108,1080111,業務費用支出,桃園信用合作社,43264207,0.00,900000.00,-行管會-租用辦公處所費用,金錢,桃園市中正路****,,
19,中國國民黨,,108,1080111,業務費用支出,金吉第公寓大廈管理委員會,,0.00,24353.00,-行管會-其他與業務推展有關之費用,金錢,新北市板橋區****,,
