序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,資料更正日期
1,羅智強,107年直轄市議員選舉,第二次賸餘,1090101,當選後與其公務有關之費用支出,井宏股份有限公司,20350858,0.00,1659.00,,,,餐飲費用,金錢,,,,,,,,,
2,羅智強,107年直轄市議員選舉,第二次賸餘,1090101,當選後與其公務有關之費用支出,吐司利亞國際餐飲,52353172,0.00,1254.00,,,,餐飲費用,金錢,,,,,,,,,
3,羅智強,107年直轄市議員選舉,第二次賸餘,1090102,當選後與其公務有關之費用支出,新光三越百貨股份有限公司,16091596,0.00,2878.00,,,,餐飲費用,金錢,,,,,,,,,
4,羅智強,107年直轄市議員選舉,第二次賸餘,1090102,當選後與其公務有關之費用支出,極珍有限公司,28218275,0.00,180.00,,,,雜項購置或修繕費用,金錢,,,,,,,,,
5,羅智強,107年直轄市議員選舉,第二次賸餘,1090102,當選後與其公務有關之費用支出,孫司寬,L12*******,0.00,52250.00,,,,工資或薪津,金錢,臺北市文山區****,,,,,,,,
6,羅智強,107年直轄市議員選舉,第二次賸餘,1090102,當選後與其公務有關之費用支出,陳曉逸,S12*******,0.00,3000.00,,,,工資或薪津,金錢,臺北市北投區****,,,,,,,,
7,羅智強,107年直轄市議員選舉,第二次賸餘,1090103,當選後與其公務有關之費用支出,中華郵政,,0.00,388.00,,,,郵寄競選物品或宣傳廣告支出,金錢,臺北市大安區****,,,,,,,,
8,羅智強,107年直轄市議員選舉,第二次賸餘,1090103,當選後與其公務有關之費用支出,台灣思美香有限公司,27547411,0.00,200.00,,,,餐飲費用,金錢,,,,,,,,,
9,羅智強,107年直轄市議員選舉,第二次賸餘,1090103,當選後與其公務有關之費用支出,宥定烘焙有限公司,28701329,0.00,141.00,,,,雜項購置或修繕費用,金錢,,,,,,,,,
10,羅智強,107年直轄市議員選舉,第二次賸餘,1090103,當選後與其公務有關之費用支出,摩瑪克有限公司,31932909,0.00,2880.00,,,,雜項購置或修繕費用,金錢,,,,,,,,,
11,羅智強,107年直轄市議員選舉,第二次賸餘,1090103,當選後與其公務有關之費用支出,50嵐綠茶連鎖專賣店,48713631,0.00,201.00,,,,餐飲費用,金錢,,,,,,,,,
