序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,鄭天財,113年立法委員選舉,首次申報,1120415,交通旅運支出,台灣中油股份有限公司北埔站,76966805,0.00,250.00,,,,油資,金錢,花蓮縣新城鄉****,03-8*****,否,,,,,,,
2,鄭天財,113年立法委員選舉,首次申報,1120415,交通旅運支出,台灣中油股份有限公司北埔站,76966805,0.00,620.00,,,,油資,金錢,花蓮縣新城鄉****,03-8*****,否,,,,,,,
3,鄭天財,113年立法委員選舉,首次申報,1120417,雜支支出,中華電信股份有限公司花蓮營運處,19533364,0.00,471.00,,,,電信費用,金錢,花蓮縣花蓮市****,03-8*****,否,,,,,,,
4,鄭天財,113年立法委員選舉,首次申報,1120421,雜支支出,台灣自來水股份有限公司吉安壽豐服務所,08128629,0.00,142.00,,,,水電瓦斯費用,金錢,花蓮縣吉安鄉****,03-8*****,否,,,,,,,
5,鄭天財,113年立法委員選舉,首次申報,1120421,雜支支出,洄瀾有線電視股份有公司,16449841,0.00,1180.00,,,,雜項購置或修繕費用,金錢,花蓮縣吉安鄉****,03-8*****,否,,,,,,,
6,鄭天財,113年立法委員選舉,首次申報,1120424,交通旅運支出,台灣中油股份有限公司北埔站,76966805,0.00,988.00,,,,油資,金錢,花蓮縣新城鄉****,03-8*****,否,,,,,,,
7,鄭天財,113年立法委員選舉,首次申報,1120425,雜支支出,九乘九文具股份有限公司,90174071,0.00,405.00,,,,文具用品費用,金錢,花蓮縣花蓮市****,03-8*****,否,,,,,,,
8,鄭天財,113年立法委員選舉,首次申報,1120426,雜支支出,中華電信股份有限公司台北營運處,81691784,0.00,1851.00,,,,電信費用,金錢,臺北市大安區****,02-2*****,否,,,,,,,
9,鄭天財,113年立法委員選舉,首次申報,1120426,交通旅運支出,北基國際股份有限公司北基吉興路加油站,85367099,0.00,933.00,,,,油資,金錢,花蓮縣吉安鄉****,03-8*****,否,,,,,,,
10,鄭天財,113年立法委員選舉,首次申報,1120430,雜支支出,聯合報系花蓮分社,03799802,0.00,900.00,,,,書報雜誌費用,金錢,花蓮縣花蓮市****,03-8*****,否,,,,,,,
11,鄭天財,113年立法委員選舉,首次申報,1120430,雜支支出,更生日報社股份有限公司,94768687,0.00,300.00,,,,書報雜誌費用,金錢,花蓮縣花蓮市****,03-8*****,否,,,,,,,
12,鄭天財,113年立法委員選舉,首次申報,1120501,交通旅運支出,台灣中油股份有限公司北埔站,76966805,0.00,933.00,,,,油資,金錢,花蓮縣新城鄉****,03-8*****,否,,,,,,,
13,鄭天財,113年立法委員選舉,首次申報,1120502,雜支支出,中華電信股份有限公司花蓮營運處,19533364,0.00,1423.00,,,,電信費用,金錢,花蓮縣花蓮市****,03-8*****,否,,,,,,,
14,鄭天財,113年立法委員選舉,首次申報,1120502,雜支支出,中華電信股份有限公司台北營運處,81691784,0.00,574.00,,,,電信費用,金錢,臺北市大安區****,02-2*****,否,,,,,,,
15,鄭天財,113年立法委員選舉,首次申報,1120505,雜支支出,中華電信股份有限公司花蓮營運處,19533364,0.00,137.00,,,,電信費用,金錢,花蓮縣花蓮市****,03-8*****,否,,,,,,,
16,鄭天財,113年立法委員選舉,首次申報,1120507,交通旅運支出,北基國際股份有限公司北基吉興路加油站,85367099,0.00,1000.00,,,,油資,金錢,花蓮縣吉安鄉****,03-8*****,否,,,,,,,
17,鄭天財,113年立法委員選舉,首次申報,1120508,交通旅運支出,北基國際股份有限公司北基吉興路加油站,85367099,0.00,1000.00,,,,油資,金錢,花蓮縣吉安鄉****,03-8*****,否,,,,,,,
18,鄭天財,113年立法委員選舉,首次申報,1120515,雜支支出,中華電信股份有限公司花蓮營運處,19533364,0.00,340.00,,,,電信費用,金錢,花蓮縣花蓮市****,03-8*****,否,,,,,,,
19,鄭天財,113年立法委員選舉,首次申報,1120515,交通旅運支出,太平洋加油站有限公司,22911642,0.00,1645.00,,,,油資,金錢,花蓮縣吉安鄉****,03-8*****,否,,,,,,,
20,鄭天財,113年立法委員選舉,首次申報,1120523,雜支支出,言晟股份有限公司,80210339,0.00,210.00,,,,雜項購置或修繕費用,金錢,花蓮縣吉安鄉****,03-8*****,否,,,,,,,
21,鄭天財,113年立法委員選舉,首次申報,1120523,雜支支出,言晟股份有限公司,80210339,0.00,210.00,,,,雜項購置或修繕費用,金錢,花蓮縣吉安鄉****,03-8*****,否,,,,,,,
22,鄭天財,113年立法委員選舉,首次申報,1120523,交通旅運支出,北基國際股份有限公司北基吉興路加油站,85367099,0.00,1600.00,,,,油資,金錢,花蓮縣吉安鄉****,03-8*****,否,,,,,,,
23,鄭天財,113年立法委員選舉,首次申報,1120524,交通旅運支出,台灣中油股份有限公司北埔站,76966805,0.00,903.00,,,,油資,金錢,花蓮縣新城鄉****,03-8*****,否,,,,,,,
24,鄭天財,113年立法委員選舉,首次申報,1120526,雜支支出,中華電信股份有限公司台北營運處,81691784,0.00,2409.00,,,,電信費用,金錢,臺北市大安區****,02-2*****,否,,,,,,,
25,鄭天財,113年立法委員選舉,首次申報,1120528,交通旅運支出,北基國際股份有限公司北基吉興路加油站,85367099,0.00,1545.00,,,,油資,金錢,花蓮縣吉安鄉****,03-8*****,否,,,,,,,
26,鄭天財,113年立法委員選舉,首次申報,1120530,雜支支出,中華電信股份有限公司花蓮營運處,19533364,0.00,1867.00,,,,電信費用,金錢,花蓮縣花蓮市****,03-8*****,否,,,,,,,
