序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,支出用途,金錢類,地址,聯絡電話,資料更正日期
1,蔡明峰,109年立法委員選舉,首次申報,1080902,租用宣傳車輛支出,社團法人台南市身心障礙自立更生創業協會,62987267,0.00,41400.00,小蜜蜂廣告車,金錢,臺南市南區健****,,
2,蔡明峰,109年立法委員選舉,首次申報,1080902,宣傳支出,亞普達國際電子商務股份有限公司,70843709,0.00,60375.00,播送、傳送或刊登宣傳廣告支出,金錢,臺北市南港區****,,
3,蔡明峰,109年立法委員選舉,首次申報,1081001,租用宣傳車輛支出,社團法人台南市身心障礙者自立更生創業協會,62987267,0.00,39600.00,小蜜蜂廣告車,金錢,臺南市南區健****,,
4,蔡明峰,109年立法委員選舉,首次申報,1081101,宣傳支出,台北數位廣告股份有限公司,24482034,0.00,12600.00,播送、傳送或刊登宣傳廣告支出,金錢,臺北市南港區****,,
5,蔡明峰,109年立法委員選舉,首次申報,1081101,租用宣傳車輛支出,社團法人台南市身心障礙者自立更生創業協會,62987267,0.00,48000.00,小蜜蜂廣告車,金錢,臺南市南區健****,,
6,蔡明峰,109年立法委員選舉,首次申報,1081130,租用宣傳車輛支出,社團法人台南市身心障礙者自立更生創業協會,62987267,0.00,62400.00,小蜜蜂廣告車,金錢,臺南市南區健****,,
7,蔡明峰,109年立法委員選舉,首次申報,1081212,宣傳支出,嘉南廣告社,17469422,0.00,11750.00,播送、傳送或刊登宣傳廣告支出,金錢,雲林縣斗六市****,,
8,蔡明峰,109年立法委員選舉,首次申報,1081225,宣傳支出,嘉南廣告社,17469422,0.00,32620.00,播送、傳送或刊登宣傳廣告支出,金錢,雲林縣斗六市****,,
9,蔡明峰,109年立法委員選舉,首次申報,1081231,租用宣傳車輛支出,社團法人台南市身心障礙者自立更生創業協會,62987267,0.00,64800.00,小蜜蜂廣告車,金錢,臺南市南區健****,,
10,蔡明峰,109年立法委員選舉,首次申報,1090110,租用宣傳車輛支出,社團法人台南市身心障礙者自立更生創業協會,62987267,0.00,19700.00,小蜜蜂廣告車,金錢,臺南市南區健****,,
