序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,資料更正日期
1,林奕華,109年立法委員選舉,第一次賸餘,1090212,當選後與其公務有關之費用支出,TDA-5253,,0.00,145.00,,,,搭乘交通工具費用,金錢,,2759*****,,,,,,,
2,林奕華,109年立法委員選舉,第一次賸餘,1090212,當選後與其公務有關之費用支出,中華郵政股份有限公司,03741302,0.00,23.00,,,,郵寄物品費用,金錢,,,,,,,,,
3,林奕華,109年立法委員選舉,第一次賸餘,1090212,當選後與其公務有關之費用支出,申浦尚宴有限公司,50893716,0.00,13830.00,,,,餐飲費用,金錢,,,,,,,,,
4,林奕華,109年立法委員選舉,第一次賸餘,1090213,當選後與其公務有關之費用支出,中華郵政股份有限公司,03741302,0.00,28.00,,,,郵寄物品費用,金錢,,,,,,,,,
5,林奕華,109年立法委員選舉,第一次賸餘,1090217,當選後與其公務有關之費用支出,浩友企業有限公司,22353920,0.00,420.00,,,,雜項購置,金錢,,,,,,,,,
6,林奕華,109年立法委員選舉,第一次賸餘,1090218,當選後與其公務有關之費用支出,台灣奇異淨水設備有限公司,12796117,0.00,1323.00,,,,製作宣傳物品費用,金錢,,,,,,,,,
7,林奕華,109年立法委員選舉,第一次賸餘,1090220,當選後與其公務有關之費用支出,台灣奇異淨水設備有限公司,12796117,0.00,1103.00,,,,製作宣傳物品費用,金錢,,,,,,,,,
8,林奕華,109年立法委員選舉,第一次賸餘,1090220,當選後與其公務有關之費用支出,網路家庭國際資訊股份有限公司,16606102,0.00,933.00,,,,雜項購置或修繕費用,金錢,,,,,,,,,
9,林奕華,109年立法委員選舉,第一次賸餘,1090221,當選後與其公務有關之費用支出,蘇杭企業股份有限公司,97433215,0.00,6000.00,,,,餐飲費用,金錢,,,,,,,,,
10,林奕華,109年立法委員選舉,第一次賸餘,1090222,當選後與其公務有關之費用支出,TDA1579,,0.00,215.00,,,,搭乘交通工具費用,金錢,,2759*****,,,,,,,
11,林奕華,109年立法委員選舉,第一次賸餘,1090225,當選後與其公務有關之費用支出,台灣奇異淨水設備有限公司,12796117,0.00,4961.00,,,,製作宣傳物品費用,金錢,,,,,,,,,
12,林奕華,109年立法委員選舉,第一次賸餘,1090226,當選後與其公務有關之費用支出,老爹企業社,48937007,0.00,297.00,,,,餐飲費用,金錢,,,,,,,,,
13,林奕華,109年立法委員選舉,第一次賸餘,1090226,當選後與其公務有關之費用支出,和德昌股份有限公司台北信義分公司,89402344,0.00,847.00,,,,餐飲費用,金錢,,,,,,,,,
14,林奕華,109年立法委員選舉,第一次賸餘,1090227,當選後與其公務有關之費用支出,臺灣銀行股份有限公司,03557311,0.00,30.00,,,,匯款手續費,金錢,,,,,,,,,
15,林奕華,109年立法委員選舉,第一次賸餘,1090227,當選後與其公務有關之費用支出,中華郵政股份有限公司,03741302,0.00,16.00,,,,郵寄物品費用,金錢,,,,,,,,,
16,林奕華,109年立法委員選舉,第一次賸餘,1090227,當選後與其公務有關之費用支出,勞動部勞工保險局,03769808,0.00,15242.00,,,,勞保費,金錢,,,,,,,,,
17,林奕華,109年立法委員選舉,第一次賸餘,1090227,當選後與其公務有關之費用支出,勞動部勞工保險局,03769808,0.00,1536.00,,,,勞保費,金錢,,,,,,,,,
18,林奕華,109年立法委員選舉,第一次賸餘,1090227,當選後與其公務有關之費用支出,勞動部勞工保險局,03769808,0.00,964.00,,,,勞工退休金,金錢,,,,,,,,,
19,林奕華,109年立法委員選舉,第一次賸餘,1090227,當選後與其公務有關之費用支出,臺北自來水事業處,03774909,0.00,231.00,,,,水電瓦斯費用,金錢,,,,,,,,,
20,林奕華,109年立法委員選舉,第一次賸餘,1090227,當選後與其公務有關之費用支出,網路家庭國際資訊股份有限公司,16606102,0.00,678.00,,,,雜項購置費用,金錢,,,,,,,,,
21,林奕華,109年立法委員選舉,第一次賸餘,1090227,當選後與其公務有關之費用支出,文具復興企業社,42496003,0.00,134.00,,,,文具用品費用,金錢,,,,,,,,,
22,林奕華,109年立法委員選舉,第一次賸餘,1090227,當選後與其公務有關之費用支出,衛生福利部中央健康保險署臺北業務組,92011428,0.00,2821.00,,,,健保費,金錢,,,,,,,,,
23,林奕華,109年立法委員選舉,第一次賸餘,1090227,當選後與其公務有關之費用支出,周文進,A12*******,0.00,25000.00,,,,工資,金錢,,,,,,,,,
24,林奕華,109年立法委員選舉,第一次賸餘,1090228,當選後與其公務有關之費用支出,寶旻生活館有限公司,24989672,0.00,30.00,,,,雜項購置費用,金錢,,,,,,,,,
25,林奕華,109年立法委員選舉,第一次賸餘,1090302,當選後與其公務有關之費用支出,中華郵政股份有限公司,03741302,0.00,100.00,,,,郵寄物品費用,金錢,,,,,,,,,
26,林奕華,109年立法委員選舉,第一次賸餘,1090303,當選後與其公務有關之費用支出,花卉營業人（１５０９左，１５１０）,01226272,0.00,2500.00,,,,聯誼交際費用,金錢,,,,,,,,,
27,林奕華,109年立法委員選舉,第一次賸餘,1090303,當選後與其公務有關之費用支出,上閤屋餐廳股份有限公司,12861854,0.00,13345.00,,,,餐飲費用,金錢,,,,,,,,,
28,林奕華,109年立法委員選舉,第一次賸餘,1090304,當選後與其公務有關之費用支出,龍巖股份有限公司,27943995,0.00,2200.00,,,,聯誼交際費用,金錢,,,,,,,,,
29,林奕華,109年立法委員選舉,第一次賸餘,1090305,當選後與其公務有關之費用支出,中華郵政股份有限公司,03741302,0.00,8.00,,,,郵寄物品費用,金錢,,,,,,,,,
30,林奕華,109年立法委員選舉,第一次賸餘,1090305,當選後與其公務有關之費用支出,木新市場12號攤位,25506717,0.00,3900.00,,,,餐飲費用,金錢,,,,,,,,,
31,林奕華,109年立法委員選舉,第一次賸餘,1090305,當選後與其公務有關之費用支出,中華電信股份有限公司台灣北區電信分公司台北營運處,81691784,0.00,407.00,,,,電話網路費用,金錢,,,,,,,,,
32,林奕華,109年立法委員選舉,第一次賸餘,1090305,當選後與其公務有關之費用支出,中華電信股份有限公司台灣北區電信分公司台北營運處,81691784,0.00,3499.00,,,,電話網路費用,金錢,,,,,,,,,
33,林奕華,109年立法委員選舉,第一次賸餘,1090305,當選後與其公務有關之費用支出,中華電信股份有限公司台灣北區電信分公司台北營運處,81691784,0.00,293.00,,,,電話網路費用,金錢,,,,,,,,,
34,林奕華,109年立法委員選舉,第一次賸餘,1090305,當選後與其公務有關之費用支出,中華電信股份有限公司台灣北區電信分公司台北營運處,81691784,0.00,407.00,,,,電話網路費用,金錢,,,,,,,,,
35,林奕華,109年立法委員選舉,第一次賸餘,1090306,當選後與其公務有關之費用支出,十平方文具有限公司,42627167,0.00,112.00,,,,文具用品費用,金錢,,,,,,,,,
36,林奕華,109年立法委員選舉,第一次賸餘,1090306,當選後與其公務有關之費用支出,蓮池小吃店,48980453,0.00,450.00,,,,餐飲費用,金錢,,,,,,,,,
37,林奕華,109年立法委員選舉,第一次賸餘,1090308,當選後與其公務有關之費用支出,花卉營業人（１５０９左，１５１０）,01225294,0.00,1200.00,,,,聯誼交際費用,金錢,,,,,,,,,
