序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,黃坤耀,111年花蓮縣萬榮鄉鄉民代表選舉,首次申報,1111018,宣傳支出,炬輝股份有限公司,28788444,0.00,16853.00,,,,製作競選物品或宣傳廣告費用（物品名稱-口罩）,金錢,桃園市中壢區****,03-4*****,否,,,,,,,
2,黃坤耀,111年花蓮縣萬榮鄉鄉民代表選舉,首次申報,1111021,租用競選辦事處支出,建成五金行,94653290,0.00,2520.00,,,,裝潢競選辦事處費用,金錢,花蓮縣鳳林鎮****,03-8*****,否,,,,,,,
3,黃坤耀,111年花蓮縣萬榮鄉鄉民代表選舉,首次申報,1111031,雜支支出,九鼎煙火有限公司,28350013,0.00,5330.00,,,,雜項購置或修繕費用(煙火),金錢,臺南市山上區****,06-5*****,否,,,,,,,
4,黃坤耀,111年花蓮縣萬榮鄉鄉民代表選舉,首次申報,1111101,雜支支出,九鼎煙火有限公司,28350013,0.00,3000.00,,,,煙火,金錢,臺南市山上區****,06-5*****,否,,,,,,,
5,黃坤耀,111年花蓮縣萬榮鄉鄉民代表選舉,首次申報,1111101,雜支支出,藍新科技股份有限公司,70565326,0.00,522.00,,,,雜項購置或修繕費用,金錢,,,否,,,,,,,
6,黃坤耀,111年花蓮縣萬榮鄉鄉民代表選舉,首次申報,1111103,宣傳支出,創意家國際有限公司,27665710,0.00,2447.00,,,,製作競選物品或宣傳廣告費用（物品名稱-輕量背心黃坤耀競選)）,金錢,新北市泰山區****,02-2*****,否,,,,,,,
7,黃坤耀,111年花蓮縣萬榮鄉鄉民代表選舉,首次申報,1111104,宣傳支出,緯盛數位科技有限公司,24441409,0.00,3150.00,,,,製作競選物品或宣傳廣告費用（物品名稱-海報輸出）,金錢,新北市汐止區****,02-2*****,否,,,,,,,
8,黃坤耀,111年花蓮縣萬榮鄉鄉民代表選舉,首次申報,1111106,租用競選辦事處支出,蕭氏企業有限公司,94755418,0.00,3365.00,,,,裝潢競選辦事處費用,金錢,花蓮縣花蓮市****,,否,,,,,,,
9,黃坤耀,111年花蓮縣萬榮鄉鄉民代表選舉,首次申報,1111107,租用競選辦事處支出,忠興五金水電才料行,41005177,0.00,2748.00,,,,裝潢競選辦事處費用,金錢,花蓮縣壽豐鄉****,03-8*****,否,,,,,,,
10,黃坤耀,111年花蓮縣萬榮鄉鄉民代表選舉,首次申報,1111108,雜支支出,建均商號,30153235,0.00,1350.00,,,,餐飲費用,金錢,花蓮縣鳳林鎮****,03-8*****,否,,,,,,,
11,黃坤耀,111年花蓮縣萬榮鄉鄉民代表選舉,首次申報,1111108,雜支支出,成益書局,31794758,0.00,250.00,,,,文具用品費用,金錢,花蓮縣鳳林鎮****,03-8*****,否,,,,,,,
12,黃坤耀,111年花蓮縣萬榮鄉鄉民代表選舉,首次申報,1111112,租用宣傳車輛支出,震威科技有限公司,24527715,0.00,4500.00,,,,其他與租用宣傳車輛有關之費用,金錢,高雄市三民區****,07-2*****,否,,,,,,,
13,黃坤耀,111年花蓮縣萬榮鄉鄉民代表選舉,首次申報,1111115,雜支支出,大麥食品原料行,78048233,0.00,1390.00,,,,餐飲費用,金錢,花蓮縣吉安鄉****,03-8*****,否,,,,,,,
14,黃坤耀,111年花蓮縣萬榮鄉鄉民代表選舉,首次申報,1111117,租用宣傳車輛支出,鳳北加油站股份有限公司,80256094,0.00,145.00,,,,宣傳車輛燃料費用,金錢,花蓮縣鳳林鎮****,,否,,,,,,,
15,黃坤耀,111年花蓮縣萬榮鄉鄉民代表選舉,首次申報,1111121,雜支支出,建均商號,30153235,0.00,450.00,,,,餐飲費用(瓶裝水),金錢,花蓮縣鳳林鎮****,03-8*****,否,,,,,,,
16,黃坤耀,111年花蓮縣萬榮鄉鄉民代表選舉,首次申報,1111121,雜支支出,成益書局,31794758,0.00,435.00,,,,文具用品費用,金錢,花蓮縣鳳林鎮****,03-8*****,否,,,,,,,
17,黃坤耀,111年花蓮縣萬榮鄉鄉民代表選舉,首次申報,1111125,雜支支出,統進聯合超市(股)公司豐田營業所,10643208,0.00,140.00,,,,雜項購置或修繕費用,金錢,花蓮縣壽豐鄉****,03-8*****,否,,,,,,,
18,黃坤耀,111年花蓮縣萬榮鄉鄉民代表選舉,首次申報,1111125,雜支支出,一九九百貨有限公司吉安店,70961037,0.00,1694.00,,,,雜項購置或修繕費用,金錢,花蓮縣吉安鄉****,03-8*****,否,,,,,,,
19,黃坤耀,111年花蓮縣萬榮鄉鄉民代表選舉,首次申報,1111201,雜支支出,定佳有美公司,54710160,0.00,674.00,,,,文具用品費用,金錢,新北市鶯歌區****,,否,,,,,,,
20,黃坤耀,111年花蓮縣萬榮鄉鄉民代表選舉,首次申報,1111201,雜支支出,藍新科技股份有限公司,70565326,0.00,92.00,,,,雜項購置或修繕費用,金錢,,,否,,,,,,,
