序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,資料更正日期
1,合一行動聯盟,,109,1090101,雜支支出,全國加油站股份有限公司,22958907,0.00,1153.00,,,,汽機車燃料費用,金錢,台北市文山區****,,,,,,,,
2,合一行動聯盟,,109,1090101,雜支支出,全國加油站股份有限公司,22958907,0.00,2105.00,,,,汽機車燃料費用,金錢,台北市文山區****,,,,,,,,
3,合一行動聯盟,,109,1090101,業務費用支出,藍新科技股份有限公司,70565326,0.00,161.00,,,,其他與業務推展有關之費用,金錢,台北市南港區****,,,,,,,,
4,合一行動聯盟,,109,1090101,雜支支出,萊爾富國際股份有限公司第三五二一公司,28427786,0.00,56.00,,,,餐飲費用,金錢,新北市土城區****,,,,,,,,
5,合一行動聯盟,,109,1090103,雜支支出,弘一蔬果行,38514958,0.00,1480.00,,,,餐飲費用,金錢,台北市內湖區****,,,,,,,,
6,合一行動聯盟,,109,1090103,選務費用支出,晉磊企業社,73772088,0.00,2932.00,,,,製作競選物品或宣傳廣告費用,金錢,新北市樹林區****,,,,,,,,
7,合一行動聯盟,,109,1090104,雜支支出,貳樓洋食股份有限公司,53315042,0.00,7975.00,,,,餐飲費用,金錢,台北市仁愛路****,,,,,,,,
8,合一行動聯盟,,109,1090105,選務費用支出,天鵝舞蹈戲劇用品有限公司,22048719,0.00,2625.00,,,,其他與選舉有關之費用,金錢,台北市萬華區****,,,,,,,,
9,合一行動聯盟,,109,1090106,選務費用支出,靖庭有限公司,29053125,0.00,4001.00,,,,製作競選物品或宣傳廣告費用,金錢,台北市大安區****,,,,,,,,
10,合一行動聯盟,,109,1090106,人事費用支出,富邦產物保險股份有限公司,70826461,0.00,1608.00,,,,保險費,金錢,台北市大安區****,,,,,,,,
11,合一行動聯盟,,109,1090107,雜支支出,阿德商行,77900417,0.00,4920.00,,,,餐飲費用,金錢,台北市大安區****,,,,,,,,
12,合一行動聯盟,,109,1090108,雜支支出,統一超商股份有限公司,22555003,0.00,25.00,,,,餐飲費用,金錢,台北市松山區****,,,,,,,,
13,合一行動聯盟,,109,1090108,雜支支出,全國加油站股份有限公司,22958907,0.00,2026.00,,,,汽機車燃料費用,金錢,台北市文山區****,,,,,,,,
14,合一行動聯盟,,109,1090110,雜支支出,牪牪蔬菓行,41373025,0.00,800.00,,,,餐飲費用,金錢,新北市新莊區****,,,,,,,,
15,合一行動聯盟,,109,1090113,雜支支出,天蔥國際股份有限公司台北光復分公司,50968321,0.00,1258.00,,,,餐飲費用,金錢,北市大安區華****,,,,,,,,
16,合一行動聯盟,,109,1090113,雜支支出,富堡水電材料有限公司,23121907,0.00,336.00,,,,其他為維持日常運作所必要之相關費用,金錢,台北市內湖區****,,,,,,,,
17,合一行動聯盟,,109,1090114,雜支支出,蓉鼎有限公司,89595503,0.00,2580.00,,,,餐飲費用,金錢,台北市信義區****,,,,,,,,
18,合一行動聯盟,,109,1090114,業務費用支出,國聯觀光大飯店股份有限公司,12211114,0.00,10000.00,,,,差旅膳宿費用,金錢,台北市大安區****,,,,,,,,
19,合一行動聯盟,,109,1090115,雜支支出,中華郵政股份有限公司,03741302,0.00,1380.00,,,,文具用品費用,金錢,台北市大安區****,,,,,,,,
20,合一行動聯盟,,109,1090116,雜支支出,盛昌行,08597684,0.00,279.00,,,,其他為維持日常運作所必要之相關費用,金錢,台北市內湖區****,,,,,,,,
21,合一行動聯盟,,109,1090117,業務費用支出,歐特儀股份有限公司國立國父紀念館停車場,72940220,0.00,40.00,,,,交通旅運費用,金錢,臺北市信義區****,,,,,,,,
22,合一行動聯盟,,109,1090117,業務費用支出,全家便利商店股份有限公司,23060248,0.00,60.00,,,,其他與業務推展有關之費用,金錢,台北市中山區****,,,,,,,,
23,合一行動聯盟,,109,1090128,雜支支出,莉雅國際實業有限公司,72961701,0.00,6000.00,,,,餐飲費用,金錢,台北市信義區****,,,,,,,,
