序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,吳宗憲,111年桃園市議員選舉,首次申報,1110908,雜支支出,宏盛行,44955931,0.00,9000.00,,,,礦泉水,金錢,桃園市觀音區****,03-4*****,否,,,,,,,
2,吳宗憲,111年桃園市議員選舉,首次申報,1110926,雜支支出,衣多綵服裝行,26634319,0.00,183380.00,,,,宣傳品,金錢,桃園市中正路****,03-3*****,否,,,,,,,
3,吳宗憲,111年桃園市議員選舉,首次申報,1110930,雜支支出,宏盛行,44955931,0.00,9000.00,,,,礦泉水,金錢,桃園市觀音區****,03-4*****,否,,,,,,,
4,吳宗憲,111年桃園市議員選舉,首次申報,1111015,雜支支出,宏盛行,44955931,0.00,9000.00,,,,礦泉水,金錢,桃園市觀音區****,03-4*****,否,,,,,,,
5,吳宗憲,111年桃園市議員選舉,首次申報,1111024,雜支支出,衣多綵服裝行,26634319,0.00,170000.00,,,,宣傳品,金錢,桃園市中正路****,03-3*****,否,,,,,,,
6,吳宗憲,111年桃園市議員選舉,首次申報,1111025,雜支支出,宏盛行,44955931,0.00,9000.00,,,,礦泉水,金錢,桃園市觀音區****,03-4*****,否,,,,,,,
7,吳宗憲,111年桃園市議員選舉,首次申報,1111026,雜支支出,食旺商行,14660663,0.00,7200.00,,,,餐費,金錢,桃園市觀音區****,03-4*****,否,,,,,,,
8,吳宗憲,111年桃園市議員選舉,首次申報,1111027,雜支支出,食旺商行,14660663,0.00,2000.00,,,,餐費,金錢,桃園市觀音區****,03-4*****,否,,,,,,,
9,吳宗憲,111年桃園市議員選舉,首次申報,1111029,雜支支出,食旺商行,14660663,0.00,1615.00,,,,餐費,金錢,桃園市觀音區****,03-4*****,否,,,,,,,
10,吳宗憲,111年桃園市議員選舉,首次申報,1111029,雜支支出,食旺商行,14660663,0.00,950.00,,,,餐費,金錢,桃園市觀音區****,03-4*****,否,,,,,,,
11,吳宗憲,111年桃園市議員選舉,首次申報,1111030,雜支支出,昌勝飲食店,09686410,0.00,1275.00,,,,餐費,金錢,桃園市觀音區****,03-4*****,否,,,,,,,
12,吳宗憲,111年桃園市議員選舉,首次申報,1111031,雜支支出,食旺商行,14660663,0.00,300.00,,,,餐費,金錢,桃園市觀音區****,03-4*****,否,,,,,,,
13,吳宗憲,111年桃園市議員選舉,首次申報,1111102,雜支支出,昌勝飲食店,09686410,0.00,1275.00,,,,餐費,金錢,桃園市觀音區****,03-4*****,否,,,,,,,
14,吳宗憲,111年桃園市議員選舉,首次申報,1111102,雜支支出,晉豪農產行,34898742,0.00,9680.00,,,,餐費,金錢,桃園市平鎮區****,03-4*****,否,,,,,,,
15,吳宗憲,111年桃園市議員選舉,首次申報,1111103,雜支支出,食旺商行,14660663,0.00,500.00,,,,餐費,金錢,桃園市觀音區****,03-4*****,否,,,,,,,
16,吳宗憲,111年桃園市議員選舉,首次申報,1111103,宣傳支出,銪合有限公司,53265681,0.00,18113.00,,,,廣告看板,金錢,桃園市觀音區****,03-4*****,否,,,,,,,
17,吳宗憲,111年桃園市議員選舉,首次申報,1111104,雜支支出,昌勝飲食店,09686410,0.00,1600.00,,,,餐費,金錢,桃園市觀音區****,03-4*****,否,,,,,,,
18,吳宗憲,111年桃園市議員選舉,首次申報,1111104,雜支支出,食旺商行,14660663,0.00,200.00,,,,餐費,金錢,桃園市觀音區****,03-4*****,否,,,,,,,
19,吳宗憲,111年桃園市議員選舉,首次申報,1111104,雜支支出,來喀麵飯館,37975741,0.00,1900.00,,,,餐費,金錢,桃園市觀音區****,03-4*****,否,,,,,,,
