序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,支出用途,金錢類,地址,聯絡電話,資料更正日期
1,劉正昌,107年直轄市議員選舉,首次申報,1070827,雜支支出,明昌五金行,70904796,0.00,155.00,五金,金錢,,,
2,劉正昌,107年直轄市議員選舉,首次申報,1070831,雜支支出,俊杰工作所,10451307,0.00,150.00,焊接,金錢,臺南市仁德區****,,
3,劉正昌,107年直轄市議員選舉,首次申報,1070901,雜支支出,億歸加油站,12768610,0.00,870.00,汽機車燃料費用,金錢,,,
4,劉正昌,107年直轄市議員選舉,首次申報,1070903,雜支支出,大德加油站,23096127,0.00,500.00,汽機車燃料費用,金錢,,,
5,劉正昌,107年直轄市議員選舉,首次申報,1070903,雜支支出,尚大百貨行,41295886,0.00,115.00,五金,金錢,,,
6,劉正昌,107年直轄市議員選舉,首次申報,1070903,雜支支出,冠泰實業社,90998309,0.00,800.00,布條條,金錢,,,
7,劉正昌,107年直轄市議員選舉,首次申報,1070903,宣傳支出,冠泰實業社,90998309,0.00,60000.00,製作競選物品支出（廣告帆布）,金錢,臺南市關廟區****,,
8,劉正昌,107年直轄市議員選舉,首次申報,1070904,雜支支出,台灣中油,06611582,0.00,700.00,汽機車燃料費用,金錢,,,
9,劉正昌,107年直轄市議員選舉,首次申報,1070904,雜支支出,尚大百貨行,41295886,0.00,180.00,五金,金錢,,,
10,劉正昌,107年直轄市議員選舉,首次申報,1070905,宣傳支出,冠泰實業社,90998309,0.00,50000.00,廣告帆布,金錢,臺南市關廟區****,,
11,劉正昌,107年直轄市議員選舉,首次申報,1070906,雜支支出,尚大百貨行,41295886,0.00,150.00,五金,金錢,,,
12,劉正昌,107年直轄市議員選舉,首次申報,1070906,雜支支出,台灣中油,73671173,0.00,500.00,汽機車燃料費用,金錢,,,
13,劉正昌,107年直轄市議員選舉,首次申報,1070909,雜支支出,統一精工,14981905,0.00,770.00,汽機車燃料費用,金錢,,,
14,劉正昌,107年直轄市議員選舉,首次申報,1070909,雜支支出,台灣中油,73020777,0.00,500.00,汽機車燃料費用,金錢,,,
15,劉正昌,107年直轄市議員選舉,首次申報,1070910,宣傳支出,冠泰實業社,90998309,0.00,50000.00,製作競選物品支出（廣告看板）,金錢,臺南市關廟區****,,
16,劉正昌,107年直轄市議員選舉,首次申報,1070911,雜支支出,統一精工,21677491,0.00,834.00,汽機車燃料費用,金錢,,,
17,劉正昌,107年直轄市議員選舉,首次申報,1070911,雜支支出,尚大百貨行,41295886,0.00,474.00,文具用品費用,金錢,,,
18,劉正昌,107年直轄市議員選舉,首次申報,1070911,雜支支出,榮美餅鋪,69324686,0.00,3200.00,餐飲費用,金錢,,,
19,劉正昌,107年直轄市議員選舉,首次申報,1070913,雜支支出,南昇加油站,23407255,0.00,500.00,汽機車燃料費用,金錢,,,
20,劉正昌,107年直轄市議員選舉,首次申報,1070913,宣傳支出,冠泰實業社,90998309,0.00,150000.00,製作競選物品支出（廣告看板.廣告帆布）,金錢,臺南市關廟區****,,
21,劉正昌,107年直轄市議員選舉,首次申報,1070915,雜支支出,台灣中油,73671173,0.00,755.00,汽機車燃料費用,金錢,,,
22,劉正昌,107年直轄市議員選舉,首次申報,1070916,雜支支出,鄭李月海產行,09098877,0.00,10000.00,餐飲費用,金錢,臺南市新營區****,0665*****,
23,劉正昌,107年直轄市議員選舉,首次申報,1070917,宣傳支出,冠泰實業社,90998309,0.00,60000.00,製作宣傳廣告支出-廣告布條,金錢,臺南市關廟區****,,
24,劉正昌,107年直轄市議員選舉,首次申報,1070918,雜支支出,台灣中油,73020777,0.00,500.00,汽機車燃料費用,金錢,,,
25,劉正昌,107年直轄市議員選舉,首次申報,1070919,雜支支出,台灣中油,73671173,0.00,831.00,汽機車燃料費用,金錢,,,
26,劉正昌,107年直轄市議員選舉,首次申報,1070919,宣傳支出,冠泰實業社,90998309,0.00,60000.00,製作宣傳廣告支出-廣告看板,金錢,臺南市關廟區****,,
27,劉正昌,107年直轄市議員選舉,首次申報,1070920,雜支支出,鄭李月海產行,09098877,0.00,10000.00,餐飲費用,金錢,臺南市新營區****,,
28,劉正昌,107年直轄市議員選舉,首次申報,1070920,宣傳支出,冠泰實業社,90998309,0.00,80000.00,製作宣傳廣告支出-廣告布條,金錢,臺南市關廟區****,,
29,劉正昌,107年直轄市議員選舉,首次申報,1070923,雜支支出,統一精工,99539615,0.00,820.00,汽機車燃料費用,金錢,,,
30,劉正昌,107年直轄市議員選舉,首次申報,1070924,雜支支出,好鄰居商行,13218375,0.00,312.00,五金,金錢,,,
31,劉正昌,107年直轄市議員選舉,首次申報,1070925,雜支支出,大德加油站,23096127,0.00,500.00,汽機車燃料費用,金錢,,,
32,劉正昌,107年直轄市議員選舉,首次申報,1070925,雜支支出,品美企業有限公司,24902697,0.00,268.00,餐飲費用,金錢,,,
33,劉正昌,107年直轄市議員選舉,首次申報,1070925,宣傳支出,冠泰實業社,90998309,0.00,30000.00,製作宣傳廣告支出-廣告布旗,金錢,臺南市關廟區****,,
34,劉正昌,107年直轄市議員選舉,首次申報,1070925,雜支支出,統一精工,99539615,0.00,640.00,汽機車燃料費用,金錢,,,
35,劉正昌,107年直轄市議員選舉,首次申報,1070927,雜支支出,大發日用品有限公司,24230621,0.00,315.00,五金,金錢,,,
36,劉正昌,107年直轄市議員選舉,首次申報,1070927,雜支支出,大發日用品有限公司,24230621,0.00,992.00,五金,金錢,,,
37,劉正昌,107年直轄市議員選舉,首次申報,1070927,雜支支出,台灣中油,73020777,0.00,650.00,汽機車燃料費用,金錢,,,
38,劉正昌,107年直轄市議員選舉,首次申報,1070927,宣傳支出,冠泰實業社,90998309,0.00,50000.00,製作宣傳廣告支出-廣告貼紙,金錢,臺南市關廟區****,,
39,劉正昌,107年直轄市議員選舉,首次申報,1070928,宣傳支出,和美攝影社,20159013,0.00,300.00,製作宣傳廣告支出,金錢,,,
40,劉正昌,107年直轄市議員選舉,首次申報,1070928,雜支支出,久井公司,25812075,0.00,500.00,汽機車燃料費用,金錢,,,
41,劉正昌,107年直轄市議員選舉,首次申報,1070928,雜支支出,台灣中油,73020777,0.00,500.00,汽機車燃料費用,金錢,,,
42,劉正昌,107年直轄市議員選舉,首次申報,1070928,雜支支出,月球土雞園,85742692,0.00,1270.00,餐飲費用,金錢,,,
43,劉正昌,107年直轄市議員選舉,首次申報,1070929,雜支支出,台灣中油,16353818,0.00,780.00,汽機車燃料費用,金錢,,,
44,劉正昌,107年直轄市議員選舉,首次申報,1070929,雜支支出,久井公司,25812075,0.00,600.00,汽機車燃料費用,金錢,,,
45,劉正昌,107年直轄市議員選舉,首次申報,1070929,雜支支出,尚大百貨行,41295886,0.00,260.00,免洗碗..,金錢,,,
46,劉正昌,107年直轄市議員選舉,首次申報,1070929,雜支支出,華豐港式燒臘,62927986,0.00,600.00,義工人員便當,金錢,,,
47,劉正昌,107年直轄市議員選舉,首次申報,1070929,雜支支出,小南快餐飲食店,87681539,0.00,1800.00,義工人員便當,金錢,,,
48,劉正昌,107年直轄市議員選舉,首次申報,1070930,雜支支出,鄭李月海產行,09098877,0.00,10000.00,餐飲費用,金錢,,,
