序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,資料更正日期
1,林俊憲,109年立法委員選舉,第一次賸餘,1090114,當選後與其公務有關之費用支出,布萊安紅茶,26404914,0.00,2518.00,,,,餐飲費用,金錢,臺南市安平區****,06-2*****,,,,,,,
2,林俊憲,109年立法委員選舉,第一次賸餘,1090114,當選後與其公務有關之費用支出,布萊安紅茶,26404914,0.00,119.00,,,,餐飲費用,金錢,臺南市安平區****,06-2*****,,,,,,,
3,林俊憲,109年立法委員選舉,第一次賸餘,1090114,當選後與其公務有關之費用支出,統一超商股份有限公司-台南市第二八０分公司,51569147,0.00,42.00,,,,雜項購置或修繕費用,金錢,臺南市永康區****,06-3*****,,,,,,,
4,林俊憲,109年立法委員選舉,第一次賸餘,1090115,當選後與其公務有關之費用支出,新光三越百貨股份有限公司台南西門分公司,80332430,0.00,1518.00,,,,餐飲費用,金錢,臺南市中西區****,06-3*****,,,,,,,
5,林俊憲,109年立法委員選舉,第一次賸餘,1090116,當選後與其公務有關之費用支出,統一超商股份有限公司-台南市第二八０分公司,51569147,0.00,42.00,,,,雜項購置或修繕費用,金錢,臺南市永康區****,06-3*****,,,,,,,
6,林俊憲,109年立法委員選舉,第一次賸餘,1090116,當選後與其公務有關之費用支出,統一超商股份有限公司-台南市第一０七分公司,53018205,0.00,36.00,,,,雜項購置或修繕費用,金錢,臺南市安平區****,06-2*****,,,,,,,
7,林俊憲,109年立法委員選舉,第一次賸餘,1090117,當選後與其公務有關之費用支出,台灣高鐵,16446274,0.00,2230.00,,,,搭乘交通工具費用,金錢,臺北市南港區****,,,,,,,,
8,林俊憲,109年立法委員選舉,第一次賸餘,1090118,當選後與其公務有關之費用支出,統一超商股份有限公司-台南市第一六０分公司,27254054,0.00,36.00,,,,雜項購置或修繕費用,金錢,臺南市東區大****,,,,,,,,
9,林俊憲,109年立法委員選舉,第一次賸餘,1090120,當選後與其公務有關之費用支出,統一超商股份有限公司-台南市第二八０分公司,51569147,0.00,24.00,,,,雜項購置或修繕費用,金錢,臺南市永康區****,06-3*****,,,,,,,
10,林俊憲,109年立法委員選舉,第一次賸餘,1090121,當選後與其公務有關之費用支出,統一超商股份有限公司-台南市第二八０分公司,51569147,0.00,30.00,,,,雜項購置或修繕費用,金錢,臺南市永康區****,06-3*****,,,,,,,
11,林俊憲,109年立法委員選舉,第一次賸餘,1090123,當選後與其公務有關之費用支出,台灣高鐵,16446274,0.00,1990.00,,,,搭乘交通工具費用,金錢,臺北市南港區****,,,,,,,,
12,林俊憲,109年立法委員選舉,第一次賸餘,1090123,當選後與其公務有關之費用支出,台灣一風堂股份有限公司一風堂台南高鐵店,85583575,0.00,250.00,,,,餐飲費用,金錢,臺南市歸仁區****,,,,,,,,
13,林俊憲,109年立法委員選舉,第一次賸餘,1090130,當選後與其公務有關之費用支出,統一超商股份有限公司-台南市第二八０分公司,51569147,0.00,18.00,,,,雜項購置或修繕費用,金錢,臺南市永康區****,06-3*****,,,,,,,
14,林俊憲,109年立法委員選舉,第一次賸餘,1090201,當選後與其公務有關之費用支出,誠品股份有限公司台南第五分公司,28973187,0.00,1490.00,,,,文具用品費用,金錢,臺南市安平區****,,,,,,,,
15,林俊憲,109年立法委員選舉,第一次賸餘,1090201,當選後與其公務有關之費用支出,統一超商股份有限公司-台南市第一０七分公司,53018205,0.00,42.00,,,,雜項購置或修繕費用,金錢,臺南市安平區****,06-2*****,,,,,,,
16,林俊憲,109年立法委員選舉,第一次賸餘,1090206,當選後與其公務有關之費用支出,統一超商股份有限公司-台南市第二八０分公司,51569147,0.00,30.00,,,,雜項購置或修繕費用,金錢,臺南市永康區****,06-3*****,,,,,,,
17,林俊憲,109年立法委員選舉,第一次賸餘,1090207,當選後與其公務有關之費用支出,盛葉食品有限公司美福泰分店,,0.00,1375.00,,,,餐飲費用,金錢,臺南市中西區****,,,,,,,,
18,林俊憲,109年立法委員選舉,第一次賸餘,1090207,當選後與其公務有關之費用支出,統一超商股份有限公司-台南市第194分公司,28424991,0.00,36.00,,,,雜項購置或修繕費用,金錢,臺南市安平區****,06-2*****,,,,,,,
19,林俊憲,109年立法委員選舉,第一次賸餘,1090207,當選後與其公務有關之費用支出,微醺國際有限公司,82888687,0.00,2640.00,,,,餐飲費用,金錢,臺南市安平區****,,,,,,,,
20,林俊憲,109年立法委員選舉,第一次賸餘,1090210,當選後與其公務有關之費用支出,維雅商行,06495296,0.00,45.00,,,,雜項購置或修繕費用,金錢,臺南市南區新****,,,,,,,,
21,林俊憲,109年立法委員選舉,第一次賸餘,1090210,當選後與其公務有關之費用支出,統一超商股份有限公司-台南市第二八０分公司,51569147,0.00,18.00,,,,雜項購置或修繕費用,金錢,臺南市永康區****,06-3*****,,,,,,,
22,林俊憲,109年立法委員選舉,第一次賸餘,1090211,當選後與其公務有關之費用支出,明興路加油站,25091837,0.00,500.00,,,,汽機車燃料費用,金錢,臺南市南區明****,06-2*****,,,,,,,
23,林俊憲,109年立法委員選舉,第一次賸餘,1090212,當選後與其公務有關之費用支出,倉臆五金行,08969684,0.00,619.00,,,,雜項購置或修繕費用,金錢,臺南市北區北****,,,,,,,,
24,林俊憲,109年立法委員選舉,第一次賸餘,1090212,當選後與其公務有關之費用支出,美吉加油站,70659560,0.00,1500.00,,,,汽機車燃料費用,金錢,臺南市永康區****,06-2*****,,,,,,,
25,林俊憲,109年立法委員選舉,第一次賸餘,1090213,當選後與其公務有關之費用支出,統一超商股份有限公司-台南市第二八０分公司,51569147,0.00,18.00,,,,雜項購置或修繕費用,金錢,臺南市永康區****,06-3*****,,,,,,,
26,林俊憲,109年立法委員選舉,第一次賸餘,1090214,當選後與其公務有關之費用支出,統一超商股份有限公司-台南市第二八０分公司,51569147,0.00,30.00,,,,雜項購置或修繕費用,金錢,臺南市永康區****,06-3*****,,,,,,,
27,林俊憲,109年立法委員選舉,第一次賸餘,1090214,當選後與其公務有關之費用支出,美吉加油站,70659560,0.00,1000.00,,,,汽機車燃料費用,金錢,臺南市永康區****,06-2*****,,,,,,,
28,林俊憲,109年立法委員選舉,第一次賸餘,1090216,當選後與其公務有關之費用支出,美吉加油站,70659560,0.00,1000.00,,,,汽機車燃料費用,金錢,臺南市永康區****,06-2*****,,,,,,,
29,林俊憲,109年立法委員選舉,第一次賸餘,1090217,當選後與其公務有關之費用支出,台灣自來水股份有限公司,06388346,0.00,476.00,,,,水電瓦斯費用,金錢,臺南市北區開****,0623*****,,,,,,,
30,林俊憲,109年立法委員選舉,第一次賸餘,1090217,當選後與其公務有關之費用支出,台灣自來水股份有限公司,06388346,0.00,140.00,,,,水電瓦斯費用,金錢,臺南市北區開****,06-2*****,,,,,,,
31,林俊憲,109年立法委員選舉,第一次賸餘,1090217,當選後與其公務有關之費用支出,富麟企業社,26429680,0.00,25000.00,,,,雜項購置或修繕費用,金錢,臺南市北區力****,06-2*****,,,,,,,
32,林俊憲,109年立法委員選舉,第一次賸餘,1090217,當選後與其公務有關之費用支出,台灣電力股份有限公司,68887960,0.00,5750.00,,,,水電瓦斯費用,金錢,臺南市中西區****,06-2*****,,,,,,,
33,林俊憲,109年立法委員選舉,第一次賸餘,1090217,當選後與其公務有關之費用支出,中華電信股份有限公司,69109906,0.00,4234.00,,,,電信費用,金錢,臺南市中西區****,0800*****,,,,,,,
34,林俊憲,109年立法委員選舉,第一次賸餘,1090217,當選後與其公務有關之費用支出,中華電信股份有限公司,69109906,0.00,759.00,,,,電信費用,金錢,臺南市中西區****,0800*****,,,,,,,
35,林俊憲,109年立法委員選舉,第一次賸餘,1090217,當選後與其公務有關之費用支出,中華電信股份有限公司,69109906,0.00,6807.00,,,,電信費用,金錢,臺南市中西區****,0800*****,,,,,,,
36,林俊憲,109年立法委員選舉,第一次賸餘,1090217,當選後與其公務有關之費用支出,中華電信股份有限公司,69109906,0.00,462.00,,,,電信費用,金錢,臺南市中西區****,0800*****,,,,,,,
37,林俊憲,109年立法委員選舉,第一次賸餘,1090217,當選後與其公務有關之費用支出,統一超商股份有限公司-台南市第74分公司,89403337,0.00,13.00,,,,雜項購置或修繕費用,金錢,臺南市中西區****,06-2*****,,,,,,,
38,林俊憲,109年立法委員選舉,第一次賸餘,1090217,當選後與其公務有關之費用支出,三冠王有線電視股份有限公司,96973683,0.00,1070.00,,,,有線電視使用費,金錢,臺南市南區永****,06-4*****,,,,,,,
39,林俊憲,109年立法委員選舉,第一次賸餘,1090218,當選後與其公務有關之費用支出,台灣中油股份有限公司行台南營業中華西路南加油站,06401734,0.00,1000.00,,,,汽機車燃料費用,金錢,臺南市中西區****,,,,,,,,
40,林俊憲,109年立法委員選舉,第一次賸餘,1090218,當選後與其公務有關之費用支出,國田有限公司,22787411,0.00,1200.00,,,,雜項購置或修繕費用,金錢,臺南市東區崇****,06-2*****,,,,,,,
41,林俊憲,109年立法委員選舉,第一次賸餘,1090218,當選後與其公務有關之費用支出,家福股份有限公司安平分公司,70811869,0.00,68.00,,,,餐飲費用,金錢,臺南市中西區****,0800*****,,,,,,,
42,林俊憲,109年立法委員選舉,第一次賸餘,1090220,當選後與其公務有關之費用支出,台灣高鐵,16446274,0.00,1990.00,,,,搭乘交通工具費用,金錢,臺北市南港區****,,,,,,,,
