序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,支出用途,金錢類,地址,聯絡電話,資料更正日期
1,王浩宇,107年直轄市議員選舉,首次申報,1070505,宣傳支出,自由時報,,0.00,4800.00,播送、傳送或刊登宣傳廣告支出,金錢,桃園市中壢區****,,
2,王浩宇,107年直轄市議員選舉,首次申報,1070505,宣傳支出,大金企業社,41429127,0.00,20000.00,播送、傳送或刊登宣傳廣告支出,金錢,桃園市桃園區****,,
3,王浩宇,107年直轄市議員選舉,首次申報,1070505,宣傳支出,大金企業社,41429127,0.00,20000.00,播送、傳送或刊登宣傳廣告支出,金錢,桃園市桃園區****,,
4,王浩宇,107年直轄市議員選舉,首次申報,1070510,宣傳支出,中華郵政股份有限公司,,0.00,61.00,郵寄競選物品或宣傳廣告支出,金錢,桃園市平鎮區****,,
5,王浩宇,107年直轄市議員選舉,首次申報,1070510,宣傳支出,秉晟打字印刷品行,97815924,0.00,68700.00,製作宣傳廣告支出,金錢,桃園市中壢區****,,
6,王浩宇,107年直轄市議員選舉,首次申報,1070510,宣傳支出,秉晟打字印刷品行,97815924,0.00,28040.00,製作宣傳廣告支出,金錢,桃園市中壢區****,,
7,王浩宇,107年直轄市議員選舉,首次申報,1070515,宣傳支出,印象創意印製社,,0.00,2000.00,製作競選物品支出（背心）,金錢,桃園市中壢區****,,
8,王浩宇,107年直轄市議員選舉,首次申報,1070516,宣傳支出,藍格印刷國際企業有限公司,22076600,0.00,204750.00,製作競選物品支出（物品名稱-扇子）,金錢,新北市三重區****,,
9,王浩宇,107年直轄市議員選舉,首次申報,1070524,雜支支出,大象鎖匙刻印社,19960014,0.00,110.00,文具用品費用,金錢,桃園市中壢區****,,
10,王浩宇,107年直轄市議員選舉,首次申報,1070525,宣傳支出,印象商圈電視牆股份有限公司,54780215,0.00,16500.00,製作宣傳廣告支出,金錢,桃園市龜山區****,,
11,王浩宇,107年直轄市議員選舉,首次申報,1070605,宣傳支出,大金企業社,41429127,0.00,20000.00,播送、傳送或刊登宣傳廣告支出,金錢,桃園市桃園區****,,
12,王浩宇,107年直轄市議員選舉,首次申報,1070619,雜支支出,喬米影像工作室,72842403,0.00,2940.00,雜項購置或修繕費用,金錢,桃園市平鎮區****,,
13,王浩宇,107年直轄市議員選舉,首次申報,1070627,宣傳支出,印象商圈電視牆股份有限公司,54780215,0.00,16500.00,播送、傳送或刊登宣傳廣告支出,金錢,桃園市龜山區****,,
14,王浩宇,107年直轄市議員選舉,首次申報,1070701,雜支支出,智通數位科技股份有限公司,42646755,0.00,1874.00,雜項購置或修繕費用,金錢,臺北市南港區****,,
15,王浩宇,107年直轄市議員選舉,首次申報,1070701,宣傳支出,印象商圈電視牆股份有限公司,54780215,0.00,16500.00,播送、傳送或刊登宣傳廣告支出,金錢,桃園市龜山區****,,
16,王浩宇,107年直轄市議員選舉,首次申報,1070730,宣傳支出,印象創意印製社,,0.00,1200.00,製作競選物品支出（物品名稱-背心）,金錢,桃園市中壢區****,,
17,王浩宇,107年直轄市議員選舉,首次申報,1070801,雜支支出,智通數位科技股份有限公司,42646755,0.00,260.00,雜項購置或修繕費用,金錢,臺北市南港區****,,
18,王浩宇,107年直轄市議員選舉,首次申報,1070801,宣傳支出,印象商圈電視牆股份有限公司,54780215,0.00,16500.00,播送、傳送或刊登宣傳廣告支出,金錢,桃園市龜山區****,,
19,王浩宇,107年直轄市議員選舉,首次申報,1070801,宣傳支出,台新服裝行,55709801,0.00,1600.00,製作競選物品支出（物品名稱-工作服）,金錢,臺中市沙鹿區****,,
20,王浩宇,107年直轄市議員選舉,首次申報,1070801,宣傳支出,台新服裝行,55709801,0.00,4100.00,製作競選物品支出（物品名稱-工作服）,金錢,臺中市沙鹿區****,,
21,王浩宇,107年直轄市議員選舉,首次申報,1070809,宣傳支出,藍格印刷國際企業有限公司,22076600,0.00,204750.00,製作競選物品支出（物品名稱-扇子）,金錢,新北市三重區****,,
22,王浩宇,107年直轄市議員選舉,首次申報,1070822,宣傳支出,彤綵印刷企業社,30253190,0.00,112980.00,製作競選物品支出（物品名稱-請填寫）,金錢,新北市土城區****,,
23,王浩宇,107年直轄市議員選舉,首次申報,1070901,宣傳支出,大金企業社,41429127,0.00,20000.00,播送、傳送或刊登宣傳廣告支出,金錢,桃園市桃園區****,,
24,王浩宇,107年直轄市議員選舉,首次申報,1070901,雜支支出,智通數位科技股份有限公司,42646755,0.00,178.00,雜項購置或修繕費用,金錢,臺北市南港區****,,
25,王浩宇,107年直轄市議員選舉,首次申報,1070901,宣傳支出,印象商圈電視牆股份有限公司,54780215,0.00,16500.00,播送、傳送或刊登宣傳廣告支出,金錢,桃園市龜山區****,,
26,王浩宇,107年直轄市議員選舉,首次申報,1071001,宣傳支出,大金企業社,41429127,0.00,20000.00,播送、傳送或刊登宣傳廣告支出,金錢,桃園市桃園區****,,
27,王浩宇,107年直轄市議員選舉,首次申報,1071001,宣傳支出,印象商圈電視牆股份有限公司,54780215,0.00,16500.00,播送、傳送或刊登宣傳廣告支出,金錢,桃園市龜山區****,,
28,王浩宇,107年直轄市議員選舉,首次申報,1071025,宣傳支出,秉晟打字印刷品行,97815924,0.00,23400.00,製作競選物品支出（物品名稱-海報）,金錢,桃園市中壢區****,,
29,王浩宇,107年直轄市議員選舉,首次申報,1071026,宣傳支出,自由時報,,0.00,8800.00,播送、傳送或刊登宣傳廣告支出,金錢,桃園市中壢區****,,
30,王浩宇,107年直轄市議員選舉,首次申報,1071029,宣傳支出,自由時報,,0.00,15000.00,播送、傳送或刊登宣傳廣告支出,金錢,桃園市桃園區****,,
31,王浩宇,107年直轄市議員選舉,首次申報,1071101,雜支支出,智通數位科技股份有限公司,42646755,0.00,23.00,雜項購置或修繕費用,金錢,臺北市南港區****,,
32,王浩宇,107年直轄市議員選舉,首次申報,1071101,宣傳支出,印象商圈電視牆股份有限公司,54780215,0.00,16500.00,播送、傳送或刊登宣傳廣告支出,金錢,桃園市龜山區****,,
33,王浩宇,107年直轄市議員選舉,首次申報,1071102,宣傳支出,富士康廣告有限公司,24384651,0.00,158800.00,播送、傳送或刊登宣傳廣告支出,金錢,臺中市北區頂****,,
34,王浩宇,107年直轄市議員選舉,首次申報,1071109,宣傳支出,自由時報,,0.00,8800.00,播送、傳送或刊登宣傳廣告支出,金錢,桃園市中壢區****,,
35,王浩宇,107年直轄市議員選舉,首次申報,1071112,宣傳支出,自由時報,,0.00,15000.00,播送、傳送或刊登宣傳廣告支出,金錢,桃園市桃園區****,,
36,王浩宇,107年直轄市議員選舉,首次申報,1071114,宣傳支出,自由時報,08712312,0.00,15000.00,播送、傳送或刊登宣傳廣告支出,金錢,桃園市桃園區****,,
37,王浩宇,107年直轄市議員選舉,首次申報,1071114,宣傳支出,旭昶影像設計工作室,50702929,0.00,132300.00,製作宣傳廣告支出,金錢,新竹市香山區****,,
38,王浩宇,107年直轄市議員選舉,首次申報,1071119,宣傳支出,自由時報,,0.00,8800.00,播送、傳送或刊登宣傳廣告支出,金錢,桃園市中壢區****,,
39,王浩宇,107年直轄市議員選舉,首次申報,1071121,宣傳支出,自由時報,,0.00,5200.00,播送、傳送或刊登宣傳廣告支出,金錢,桃園市中壢區****,,
40,王浩宇,107年直轄市議員選舉,首次申報,1080123,返還支出,馬杰睿,R12*******,0.00,2000.00,返還,金錢,臺南市永康區****,,
