序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,鍾宏仁,111年新北市議員選舉,首次申報,1110523,宣傳支出,藍格印刷國際企業有限公司,22076600,0.00,204750.00,,,,製作競選物品或宣傳廣告費用（物品名稱-日本扇子）,金錢,臺北市內湖區****,,否,,,,,,,
2,鍾宏仁,111年新北市議員選舉,首次申報,1110601,雜支支出,思賢派報社,26541086,0.00,300.00,,,,書報雜誌費用,金錢,新北市新莊區****,,否,,,,,,,
3,鍾宏仁,111年新北市議員選舉,首次申報,1110622,公共關係費用支出,自然風花苑,90920561,0.00,10400.00,,,,聯誼交際費用,金錢,新北市新莊區****,,否,,,,,,,
4,鍾宏仁,111年新北市議員選舉,首次申報,1110701,雜支支出,思賢派報社,26541086,0.00,300.00,,,,書報雜誌費用,金錢,新北市新莊區****,,否,,,,,,,
5,鍾宏仁,111年新北市議員選舉,首次申報,1110704,雜支支出,珍媽媽企業社,38511158,0.00,205.00,,,,餐飲費用,金錢,新北市新莊區****,,否,,,,,,,
6,鍾宏仁,111年新北市議員選舉,首次申報,1110708,宣傳支出,藍格印刷國際企業有限公司,22076600,0.00,204750.00,,,,製作競選物品或宣傳廣告費用（物品名稱-日本扇子）,金錢,臺北市內湖區****,,否,,,,,,,
7,鍾宏仁,111年新北市議員選舉,首次申報,1110712,雜支支出,笑笑笑國際股份有限公司 三重重新分公司,24262242,0.00,4026.00,,,,雜項購置或修繕費用,金錢,新北市三重區****,,否,,,,,,,
8,鍾宏仁,111年新北市議員選舉,首次申報,1110714,雜支支出,承安商行,35974909,0.00,840.00,,,,雜項購置或修繕費用,金錢,新北市新莊區****,,否,,,,,,,
9,鍾宏仁,111年新北市議員選舉,首次申報,1110714,雜支支出,五一七有限公司成泰營業所,50560554,0.00,1636.00,,,,餐飲費用,金錢,新北市五股區****,,否,,,,,,,
10,鍾宏仁,111年新北市議員選舉,首次申報,1110718,雜支支出,家家買生活百貨有限公司新莊分公司,53435546,0.00,110.00,,,,雜項購置或修繕費用,金錢,新北市新莊區****,,否,,,,,,,
11,鍾宏仁,111年新北市議員選舉,首次申報,1110718,雜支支出,中華電信股份有限公司新北營運處,92887342,0.00,2391.00,,,,電信費用,金錢,新北市永和區****,,否,,,,,,,
