序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,支出用途,金錢類,地址,聯絡電話,資料更正日期
1,陳春暖,107年縣(市)議員選舉,首次申報,1070910,雜支支出,7-eleven,80336652,0.00,90.00,雜項購置或修繕費用,金錢,苗栗縣卓蘭鎮****,,
2,陳春暖,107年縣(市)議員選舉,首次申報,1070912,雜支支出,江記永安囍餅(有)旗艦店,72456865,0.00,600.00,餐飲費用,金錢,苗栗縣卓蘭鎮****,,
3,陳春暖,107年縣(市)議員選舉,首次申報,1070917,雜支支出,中部汽車股份有限公司豐原營業所,08322911,0.00,2839.00,雜項購置或修繕費用,金錢,臺中市豐原區****,,
4,陳春暖,107年縣(市)議員選舉,首次申報,1070921,雜支支出,江記永安囍餅(有)旗艦店,72456865,0.00,670.00,餐飲費用,金錢,苗栗縣卓蘭鎮****,,
5,陳春暖,107年縣(市)議員選舉,首次申報,1071001,雜支支出,益興商店,02896691,0.00,315.00,雜項購置或修繕費用,金錢,苗栗縣卓蘭鎮****,,
6,陳春暖,107年縣(市)議員選舉,首次申報,1071002,宣傳支出,晉雅堂,05923340,0.00,257500.00,旗幟、帽子、小手旗、背心,金錢,彰化縣鹿港鎮****,,
7,陳春暖,107年縣(市)議員選舉,首次申報,1071003,宣傳支出,非凡廣告社,66818670,0.00,100000.00,帆布看板,金錢,苗栗縣苗栗市****,,
8,陳春暖,107年縣(市)議員選舉,首次申報,1071006,雜支支出,長榮水電材料行,66838850,0.00,50.00,雜項購置或修繕費用,金錢,苗栗縣卓蘭鎮****,,
9,陳春暖,107年縣(市)議員選舉,首次申報,1071006,雜支支出,長榮水電材料行,66838850,0.00,90.00,雜項購置或修繕費用,金錢,苗栗縣卓蘭鎮****,,
10,陳春暖,107年縣(市)議員選舉,首次申報,1071006,雜支支出,新欣文具行,88810477,0.00,200.00,文具用品費用,金錢,苗栗縣卓蘭鎮****,,
11,陳春暖,107年縣(市)議員選舉,首次申報,1071009,宣傳支出,大湖報業辦事處,,0.00,400.00,播送、傳送或刊登宣傳廣告支出,金錢,苗栗縣大湖鄉****,,
12,陳春暖,107年縣(市)議員選舉,首次申報,1071010,雜支支出,長榮水電材料行,66838850,0.00,64.00,雜項購置或修繕費用,金錢,苗栗縣卓蘭鎮****,,
13,陳春暖,107年縣(市)議員選舉,首次申報,1071011,交通旅運支出,台灣中油,49658050,0.00,600.00,油資,金錢,苗栗縣卓蘭鎮****,,
14,陳春暖,107年縣(市)議員選舉,首次申報,1071012,雜支支出,泉榮,04442422,0.00,812.00,雜項購置或修繕費用,金錢,臺北市大同區****,,
15,陳春暖,107年縣(市)議員選舉,首次申報,1071012,交通旅運支出,冠加油站有限公司,70630749,0.00,900.00,油資,金錢,苗栗縣卓蘭鎮****,,
16,陳春暖,107年縣(市)議員選舉,首次申報,1071012,交通旅運支出,冠加油站有限公司,70630749,0.00,940.00,油資,金錢,苗栗縣卓蘭鎮****,,
17,陳春暖,107年縣(市)議員選舉,首次申報,1071013,交通旅運支出,冠加油站有限公司,70630749,0.00,1090.00,油資,金錢,苗栗縣卓蘭鎮****,,
18,陳春暖,107年縣(市)議員選舉,首次申報,1071013,交通旅運支出,冠加油站有限公司,70630749,0.00,60.00,油資,金錢,苗栗縣卓蘭鎮****,,
19,陳春暖,107年縣(市)議員選舉,首次申報,1071014,交通旅運支出,冠加油站有限公司,70630749,0.00,500.00,油資,金錢,苗栗縣卓蘭鎮****,,
20,陳春暖,107年縣(市)議員選舉,首次申報,1071014,雜支支出,7-ELEVEN,80336652,0.00,141.00,雜項購置或修繕費用,金錢,苗栗縣卓蘭鎮****,,
21,陳春暖,107年縣(市)議員選舉,首次申報,1071015,雜支支出,7-ELEVEN,80336652,0.00,141.00,雜項購置或修繕費用,金錢,苗栗縣卓蘭鎮****,,
22,陳春暖,107年縣(市)議員選舉,首次申報,1071015,雜支支出,7-ELEVEN,80336652,0.00,135.00,雜項購置或修繕費用,金錢,苗栗縣卓蘭鎮****,,
23,陳春暖,107年縣(市)議員選舉,首次申報,1071016,雜支支出,伊文達精品商行,39869773,0.00,69.00,雜項購置或修繕費用,金錢,苗栗縣卓蘭鎮****,,
24,陳春暖,107年縣(市)議員選舉,首次申報,1071016,交通旅運支出,冠加油站有限公司,70630749,0.00,580.00,油資,金錢,苗栗縣卓蘭鎮****,,
