序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,支出用途,金錢類,地址,聯絡電話,資料更正日期
1,蕭筱臻,107年直轄市議員選舉,首次申報,1070716,宣傳支出,灜定廣告有限公司,66525007,0.00,14000.00,租用公車車體廣告支出,金錢,新北市泰山區****,02-2*****,
2,蕭筱臻,107年直轄市議員選舉,首次申報,1070718,宣傳支出,袋來好禮有限公司,53381838,0.00,12385.00,製作競選物品支出（荷葉扇）,金錢,彰化縣彰化市****,04-7*****,
3,蕭筱臻,107年直轄市議員選舉,首次申報,1070720,宣傳支出,灜定廣告有限公司,66525007,0.00,21000.00,租用公車車體廣告支出,金錢,新北市泰山區****,02-2*****,
4,蕭筱臻,107年直轄市議員選舉,首次申報,1070820,宣傳支出,灜定廣告有限公司,66525007,0.00,21000.00,租用公車車體廣告支出,金錢,新北市泰山區****,02-2*****,
5,蕭筱臻,107年直轄市議員選舉,首次申報,1070901,雜支支出,智通數位科技股份有限公司,42646755,0.00,46.00,智付通捐款手續費,金錢,臺北市南港區****,,
6,蕭筱臻,107年直轄市議員選舉,首次申報,1070905,宣傳支出,灜定廣告有限公司,66525007,0.00,21000.00,租用公車車體廣告支出,金錢,新北市泰山區****,02-2*****,
7,蕭筱臻,107年直轄市議員選舉,首次申報,1070905,宣傳支出,灜定廣告有限公司,66525007,0.00,14000.00,租用公車車體廣告支出,金錢,新北市泰山區****,02-2*****,
8,蕭筱臻,107年直轄市議員選舉,首次申報,1070910,租用宣傳車輛支出,達康廣告社,09677806,0.00,35200.00,租用宣傳車輛支出,金錢,新北市汐止區****,02-2*****,
9,蕭筱臻,107年直轄市議員選舉,首次申報,1070921,宣傳支出,健豪印刷事業股份有限公司,57936795,0.00,78750.00,製作競選物品支出(文宣),金錢,高雄市左營區****,,
10,蕭筱臻,107年直轄市議員選舉,首次申報,1071001,租用宣傳車輛支出,達康廣告社,09677806,0.00,46800.00,租用宣傳車輛支出,金錢,新北市汐止區****,02-2*****,
11,蕭筱臻,107年直轄市議員選舉,首次申報,1071001,雜支支出,智通數位科技股份有限公司,42646755,0.00,503.00,智付通捐款手續費,金錢,臺北市南港區****,,
12,蕭筱臻,107年直轄市議員選舉,首次申報,1071017,宣傳支出,灜定廣告有限公司,66525007,0.00,21000.00,租用公車車體廣告支出,金錢,新北市泰山區****,02-2*****,
13,蕭筱臻,107年直轄市議員選舉,首次申報,1071020,宣傳支出,灜定廣告有限公司,66525007,0.00,8000.00,租用公車車體廣告支出,金錢,新北市泰山區****,02-2*****,
14,蕭筱臻,107年直轄市議員選舉,首次申報,1071031,宣傳支出,灜定廣告有限公司,66525007,0.00,14280.00,租用公車車體廣告支出(換稿費),金錢,新北市泰山區****,02-2*****,
15,蕭筱臻,107年直轄市議員選舉,首次申報,1071101,租用宣傳車輛支出,達康廣告社,09677806,0.00,46800.00,租用宣傳車輛支出,金錢,新北市汐止區****,02-2*****,
16,蕭筱臻,107年直轄市議員選舉,首次申報,1071101,雜支支出,智通數位科技股份有限公司,42646755,0.00,115.00,智付通捐款手續費,金錢,臺北市南港區****,,
17,蕭筱臻,107年直轄市議員選舉,首次申報,1071112,宣傳支出,健豪印刷事業股份有限公司,57936795,0.00,52500.00,製作競選物品支出(文宣),金錢,高雄市左營區****,,
18,蕭筱臻,107年直轄市議員選舉,首次申報,1071115,宣傳支出,藍天事業有限公司,46403879,0.00,24233.00,播送、傳送或刊登宣傳廣告支出,金錢,新北市新店區****,02-8*****,
19,蕭筱臻,107年直轄市議員選舉,首次申報,1071129,雜支支出,智通數位科技股份有限公司,42646755,0.00,905.00,智付通捐款手續費,金錢,臺北市南港區****,,
